CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PT_PVEM_MORENA_PANAL,PT_PVEM_MORENA,PVEM_MORENA_PANAL,PT_PVEM_PANAL,PT_MORENA_PANAL,PT_PVEM,PVEM_MORENA,PVEM_PANAL,PT_MORENA,PT_PANAL,MORENA_PANAL,MC,VIVA,LN,PES,RSP,FPM,CI1,CI2,CI3,CNR,NULOS
180546C0100,18,6,1,12,0,26,8,0,7,15,1,6,1,10,6,8,1,2,9,21,6,19,5,0,5,30,5,6,0,0,3,2,17,4,0
180547B0100,18,8,0,11,2,21,10,0,12,17,1,10,1,10,8,16,0,10,12,38,10,23,11,1,9,32,10,5,0,0,6,2,16,6,0
180548B0100,18,8,1,14,1,46,18,0,12,17,6,14,4,16,10,13,2,12,20,35,8,20,8,0,5,40,9,10,0,0,9,1,20,4,0
180549B0100,18,8,1,17,1,42,5,0,12,21,0,8,0,22,8,16,1,5,19,31,7,32,6,0,5,36,9,4,1,0,9,4,16,11,1
180550B0100,18,8,1,23,2,40,8,0,12,10,2,13,0,10,8,16,1,9,17,29,11,28,11,0,13,34,8,7,0,0,7,1,23,7,0
180550C0100,18,8,0,11,2,26,12,0,9,16,1,12,2,15,11,7,0,11,21,29,11,35,7,0,6,31,8,9,1,0,11,0,26,3,3
180550E0100,18,8,0,10,1,18,8,0,4,13,1,12,1,10,4,7,0,2,5,10,8,12,8,0,3,15,2,4,0,0,1,0,16,3,0
180551B0100,18,8,0,11,1,27,9,1,13,19,3,13,2,12,9,11,1,12,10,24,6,21,8,0,8,26,5,6,0,0,8,1,21,5,0
180552B0100,18,8,2,16,0,32,17,0,15,15,1,11,3,17,8,16,1,5,13,30,16,30,7,0,13,30,6,10,0,0,7,0,16,8,1
180553B0100,18,8,0,9,1,29,12,0,13,15,0,9,0,10,5,8,0,12,9,23,3,15,9,2,11,25,3,6,1,0,7,0,20,3,1
180554B0100,18,8,0,11,1,37,11,0,14,11,3,4,0,14,8,9,1,5,13,29,14,29,8,0,8,31,5,5,0,0,8,2,27,5,1
180555B0100,18,8,0,10,1,13,10,0,12,11,1,10,0,8,3,15,0,2,7,27,14,21,4,0,8,19,4,3,0,0,9,1,15,1,1
180556B0100,18,1,0,3,0,9,6,0,8,8,1,8,0,10,4,6,1,3,7,10,4,10,1,0,1,13,4,1,0,0,6,0,13,2,0
180557B0100,18,1,0,7,1,10,3,0,3,7,0,2,0,3,6,6,1,3,6,14,6,12,1,0,5,11,3,1,0,0,0,1,10,2,3
180558B0100,18,1,0,4,2,17,6,0,8,10,0,3,1,7,5,6,0,8,2,17,8,8,8,0,7,18,1,8,0,0,4,1,8,1,0
180559B0100,18,6,2,6,0,26,4,0,4,5,2,11,0,15,6,9,0,5,15,20,10,23,6,0,4,34,5,4,0,1,7,2,13,1,2
180560B0100,18,1,1,6,2,11,3,0,6,11,1,5,0,11,4,2,1,3,8,17,12,18,4,0,4,17,2,4,0,1,2,1,12,6,0
180561B0100,18,1,0,11,2,30,13,0,11,5,0,6,0,8,3,11,1,6,10,18,9,17,6,0,4,22,7,7,0,0,2,1,18,1,0
180562B0100,18,8,1,12,1,29,7,3,7,9,1,14,1,10,14,13,0,3,11,29,15,28,9,0,8,37,13,4,0,0,6,0,21,6,2
180563B0100,18,1,0,12,1,29,7,1,13,16,0,13,0,8,6,10,1,5,10,32,15,28,4,0,11,21,5,5,0,0,7,1,16,3,0
180564B0100,18,6,2,10,2,18,6,0,9,9,1,7,0,12,6,13,0,3,13,18,7,19,6,0,5,23,3,4,0,0,4,0,17,3,0
180564C0100,18,6,0,8,0,22,7,0,11,12,0,7,0,14,9,10,0,1,3,19,4,19,2,1,2,21,4,7,0,0,5,1,14,1,1
180565B0100,18,6,0,5,0,8,2,0,3,3,0,4,1,2,4,6,0,5,3,7,2,8,0,0,1,9,2,2,0,0,4,1,6,0,0
180566B0100,18,6,0,6,1,6,3,0,3,3,0,1,0,5,4,3,0,1,3,4,2,6,4,0,3,7,1,3,1,0,2,2,6,0,0
180567B0100,18,8,3,6,3,48,9,0,16,24,1,7,0,13,12,12,0,11,8,33,9,33,13,0,9,36,16,4,2,0,13,4,24,4,4
180568B0100,18,8,1,11,3,36,8,0,17,12,2,6,0,7,9,7,0,14,14,35,11,29,7,1,6,34,5,5,0,0,8,0,17,5,3
180569B0100,18,6,0,5,2,20,7,0,10,7,1,3,0,7,4,5,0,4,10,15,6,10,2,0,4,11,0,5,0,0,3,1,12,4,0
180570B0100,18,6,0,4,0,36,12,0,5,10,3,6,0,12,10,6,0,4,11,23,8,20,6,0,4,30,6,6,1,0,7,0,20,3,0
180570C0100,18,6,0,14,0,22,11,0,10,11,1,9,0,5,2,7,1,4,14,22,11,23,2,0,7,20,7,6,0,0,6,2,17,1,0
180571B0100,18,6,2,8,0,20,3,0,10,7,1,8,1,14,4,6,1,4,13,24,11,11,3,0,3,17,5,2,0,0,2,1,10,2,1
180571C0100,18,6,1,2,2,21,7,0,3,6,0,5,0,12,4,6,1,4,14,18,5,17,5,0,10,26,8,2,0,0,1,2,13,4,0
180572B0100,18,8,1,17,3,27,10,0,12,14,1,6,0,10,14,12,0,10,11,24,13,20,15,0,6,31,8,7,0,0,4,3,18,6,1
180573B0100,18,8,0,16,1,40,14,1,14,17,2,11,2,15,12,7,1,2,12,25,12,36,6,1,13,45,6,12,0,0,11,0,31,6,3
180574B0100,18,8,0,13,1,23,7,2,6,14,1,9,0,13,8,9,1,4,14,29,10,20,11,1,6,30,1,5,0,0,4,1,24,2,1
180575B0100,18,6,1,9,0,23,10,0,10,5,0,7,1,9,7,8,2,8,7,15,5,16,3,1,6,20,2,3,0,0,3,0,8,2,1
180575C0100,18,6,1,6,0,22,8,0,6,6,0,7,1,8,2,6,0,6,7,23,6,17,2,0,3,27,5,4,0,0,4,1,7,3,1
180576B0100,18,8,0,18,3,36,12,0,10,15,1,10,1,9,14,16,3,12,15,32,17,32,4,1,12,42,7,6,0,0,4,2,33,7,0
180577B0100,18,1,1,11,0,20,11,1,13,9,1,11,1,8,10,13,1,1,12,21,10,26,6,0,6,21,4,2,0,0,5,2,19,3,1
180578B0100,18,6,1,9,1,18,6,0,4,9,2,9,0,16,6,8,1,3,10,20,9,14,4,0,8,20,3,4,0,0,5,0,14,2,1
180578C0100,18,6,0,14,0,25,5,0,17,12,2,11,1,11,7,8,1,3,9,16,3,8,7,1,6,21,4,2,0,0,4,3,13,4,0
180579B0100,18,8,0,16,3,34,12,0,6,20,2,12,4,8,7,12,1,11,16,29,5,22,7,0,9,29,3,7,0,0,7,4,18,3,3
180580B0100,18,6,0,4,0,21,9,0,9,6,0,10,0,4,7,5,0,4,5,17,4,22,6,0,3,22,1,4,0,0,1,1,15,1,2
180580C0100,18,6,0,7,1,31,10,0,5,6,1,6,2,10,4,9,1,1,13,12,7,17,5,0,6,11,2,5,1,0,4,0,16,2,0
180581B0100,18,8,1,8,2,26,9,0,11,9,0,12,1,8,10,6,0,5,9,26,8,21,4,0,7,28,6,4,2,0,3,2,25,3,1
180582B0100,18,6,1,12,0,26,7,0,10,10,0,7,0,9,7,9,0,5,11,32,12,23,3,0,8,30,6,4,0,0,6,0,19,0,1
180582C0100,18,6,1,11,0,32,7,0,6,9,2,10,0,8,6,13,0,7,14,16,10,15,7,0,5,27,4,2,0,0,5,3,15,1,2
180583B0100,18,6,1,8,0,26,2,0,4,6,3,5,1,7,8,2,0,4,6,20,6,13,4,0,2,12,7,7,1,0,4,3,15,5,0
180583C0100,18,6,0,8,0,18,4,0,2,5,1,5,0,13,13,5,0,3,8,13,4,21,3,0,2,15,5,3,0,0,5,2,16,6,0
180584B0100,18,8,0,11,1,34,12,0,10,19,0,13,2,20,17,13,0,4,15,25,13,18,6,0,15,34,10,5,0,0,7,3,28,4,1
180585B0100,18,8,0,12,1,19,7,0,3,15,1,8,0,12,3,10,2,5,8,18,6,18,8,0,10,21,3,9,0,0,4,0,16,0,1
180586B0100,18,8,1,8,1,41,7,0,8,17,1,8,2,8,6,15,0,5,12,32,10,19,6,1,17,28,10,4,0,0,3,0,20,2,1
180587B0100,18,8,0,13,1,31,11,0,12,13,1,12,1,14,13,23,0,6,12,29,11,25,8,0,5,40,10,7,0,0,5,1,17,4,1
180588B0100,18,8,2,14,0,25,6,0,5,7,0,9,0,14,9,7,2,4,13,24,7,18,2,0,4,18,5,4,0,0,2,0,18,2,0
180588C0100,18,8,0,11,0,22,3,0,4,5,2,3,1,13,6,7,0,5,14,14,4,19,3,0,10,22,8,2,0,0,6,1,22,4,0
180589B0100,18,6,0,6,1,15,5,0,8,6,2,7,1,4,5,5,0,1,0,10,5,8,4,0,6,14,1,3,0,0,4,3,6,1,0
180590B0100,18,6,0,3,1,12,2,0,4,4,0,5,0,2,6,0,0,1,5,8,0,8,2,0,1,13,5,2,0,0,6,0,15,0,0
180591B0100,18,6,0,5,0,15,8,1,7,8,3,7,0,6,8,6,0,5,5,16,10,13,2,1,9,18,8,7,0,0,2,3,16,5,0
180591C0100,18,6,0,10,0,15,6,0,5,8,0,4,1,9,4,7,2,4,8,15,7,11,4,0,4,16,4,7,1,0,6,0,12,1,1
180592B0100,18,6,0,6,0,9,4,0,3,5,0,1,1,1,3,1,0,1,6,8,2,3,3,0,1,8,1,0,0,0,2,0,4,3,0
180593B0100,18,8,2,11,2,21,13,0,8,7,1,9,0,15,13,11,1,6,12,20,5,15,3,0,10,21,5,1,0,0,6,0,19,4,0
180594B0100,18,6,0,3,0,21,5,0,8,6,0,3,1,5,4,6,0,1,11,16,6,19,4,0,2,14,4,1,0,0,6,0,10,2,0
180595B0100,18,6,0,3,0,11,14,0,10,6,2,5,1,6,4,9,0,9,6,16,6,13,4,1,7,18,6,8,0,0,3,0,11,1,1
180596B0100,18,6,0,10,0,12,6,0,8,4,1,6,1,5,5,8,0,3,9,11,1,9,2,0,1,11,3,5,0,0,7,1,12,3,0
180597B0100,18,2,1,19,2,19,9,0,10,12,1,11,1,15,9,7,0,4,7,19,5,30,2,0,5,31,12,7,1,0,10,2,27,1,0
180597C0100,18,2,0,10,1,32,13,0,14,15,1,5,1,12,7,12,1,10,10,27,11,19,7,0,7,32,6,6,1,0,5,5,22,4,3
180598B0100,18,4,1,13,2,23,14,0,13,6,4,12,1,13,6,11,0,7,14,27,7,23,11,0,7,34,7,3,1,0,10,1,15,2,2
180598C0100,18,4,1,9,2,25,7,0,15,17,3,5,2,9,6,18,0,6,12,35,13,20,8,0,9,36,7,4,1,0,12,3,15,1,1
180598C0200,18,4,1,15,0,30,9,1,11,13,1,3,2,8,12,17,0,7,13,24,10,27,6,0,10,32,7,8,0,0,8,3,22,4,2
180598C0300,18,4,0,7,0,35,12,0,12,12,0,10,1,16,8,13,0,7,17,29,8,21,7,0,4,36,6,4,0,0,9,1,20,2,0
180598E0100,18,4,0,18,1,41,11,0,8,7,0,8,0,13,11,14,0,14,14,34,14,23,7,0,10,34,8,8,1,0,10,3,19,3,0
180598E0101,18,4,0,18,1,28,15,0,11,18,1,12,0,12,12,18,2,6,18,31,13,31,11,2,5,33,9,8,0,0,9,2,26,4,3
180599B0100,18,4,1,6,0,22,6,0,6,12,1,10,0,4,6,14,1,9,9,23,9,11,7,0,2,21,3,10,0,0,7,0,19,1,0
180599C0100,18,4,0,20,1,20,4,0,7,12,0,5,0,8,4,11,0,3,13,20,7,12,7,0,3,16,1,4,0,0,4,4,6,1,1
180600B0100,18,4,0,8,1,33,11,0,15,19,3,17,0,16,13,13,1,2,15,24,15,33,11,1,5,41,8,11,0,0,5,1,28,5,2
180600C0100,18,4,0,11,2,24,17,0,15,21,1,13,0,7,12,15,0,6,20,33,9,32,11,0,13,40,10,9,2,0,14,1,26,8,0
180601B0100,18,4,1,15,2,28,14,0,15,21,4,10,1,4,15,8,2,7,15,40,11,24,3,0,6,38,5,5,0,0,5,6,19,4,1
180601C0100,18,4,0,9,1,33,14,0,11,21,0,11,2,17,11,12,4,7,16,37,16,34,8,0,7,26,5,6,0,0,5,1,15,7,0
180601C0200,18,4,3,9,2,37,10,1,17,16,2,12,0,12,12,6,0,9,17,25,17,27,7,0,11,30,8,7,0,0,4,2,29,4,2
180601C0300,18,4,1,15,0,35,16,0,15,8,1,17,0,12,9,11,1,5,18,32,6,27,8,0,9,33,6,7,0,0,7,1,21,5,0
180602B0100,18,4,2,10,0,34,11,0,11,17,1,8,1,14,9,8,0,12,18,27,16,25,3,0,5,39,6,6,0,0,3,4,17,8,0
180602C0100,18,4,0,16,2,33,7,1,24,18,1,13,0,15,12,20,0,5,17,26,9,30,5,0,4,32,10,11,0,0,9,0,22,4,1
180603B0100,18,4,0,15,0,31,7,1,10,12,1,13,0,14,10,14,0,4,14,28,8,32,6,0,7,25,6,5,0,0,9,1,16,2,2
180603C0100,18,4,1,14,2,26,11,0,19,12,0,12,0,6,9,7,0,5,15,25,13,24,5,1,7,40,4,6,2,0,3,2,14,5,1
180604B0100,18,4,0,14,1,40,15,0,18,10,1,14,1,13,14,9,1,10,14,31,9,25,6,0,10,35,9,7,0,0,8,1,23,6,0
180604C0100,18,4,0,13,2,37,12,1,22,15,1,16,2,16,10,16,0,13,14,30,14,26,8,0,8,41,3,10,0,0,11,1,12,6,2
180605B0100,18,4,1,12,0,40,14,2,17,19,2,17,3,14,12,15,0,15,17,39,19,31,4,0,9,36,7,13,0,0,5,1,21,7,1
180605C0100,18,4,2,16,2,29,15,1,14,19,1,10,2,19,8,9,0,13,17,25,10,30,10,0,9,32,6,8,0,0,6,2,20,5,0
180606B0100,18,4,1,20,0,34,14,0,10,10,0,16,1,16,11,16,0,6,13,31,11,25,7,0,8,28,6,5,0,0,11,2,22,7,0
180606C0100,18,4,2,12,1,27,12,0,19,12,0,10,1,9,15,14,3,6,18,29,13,25,11,0,8,31,10,6,0,0,7,2,27,7,1
180607B0100,18,4,0,16,3,32,12,0,13,12,4,18,0,12,11,11,3,11,17,28,12,34,12,0,7,30,10,3,0,0,8,1,31,6,0
180607C0100,18,4,2,19,0,40,15,0,22,17,0,16,1,16,13,15,0,6,29,33,9,28,9,0,10,29,6,7,0,0,8,1,19,7,0
180607C0200,18,4,2,21,1,37,10,0,10,9,2,10,1,20,15,22,1,11,16,35,9,31,10,0,7,32,7,10,1,0,8,0,22,8,1
180607C0300,18,4,2,8,2,35,11,1,16,9,1,10,3,17,13,7,0,9,19,35,14,27,6,1,13,35,15,8,0,0,6,2,23,8,1
180607C0400,18,4,0,20,1,35,7,1,20,9,0,10,1,13,11,14,1,9,20,30,16,27,12,0,7,37,7,7,1,0,7,2,23,3,2
180610B0100,18,2,0,18,1,28,7,0,15,12,2,10,1,13,7,10,0,5,13,26,10,16,4,0,6,36,6,6,0,0,7,1,19,0,1
180610C0100,18,2,1,7,0,27,8,1,11,9,2,6,1,9,7,11,0,8,10,25,8,20,6,0,8,32,8,3,1,0,11,1,13,7,0
180610C0200,18,2,1,7,0,26,4,0,10,15,1,11,2,7,14,9,3,9,12,26,10,18,6,0,3,37,7,5,0,0,7,3,21,4,0
180612B0100,18,4,0,8,2,40,13,0,16,11,1,9,3,14,14,6,1,6,22,25,9,28,6,0,12,36,12,1,0,0,6,0,23,5,2
180612C0100,18,4,1,13,0,21,10,1,11,17,0,9,1,15,6,11,1,9,15,36,13,26,4,1,9,34,6,5,0,0,14,0,17,3,0
180612C0200,18,4,1,18,2,36,8,1,11,18,0,10,0,15,15,13,0,7,16,29,11,23,11,0,13,32,8,4,0,0,4,2,21,5,1
180613B0100,18,4,0,11,1,30,14,0,14,14,0,9,2,12,12,10,1,3,11,35,11,18,7,0,6,25,7,10,0,0,10,1,16,6,0
180613C0100,18,4,1,17,0,27,13,0,16,14,1,10,0,12,7,15,2,7,14,25,7,25,6,0,9,32,5,6,2,0,4,3,23,4,3
180613C0200,18,4,1,12,1,30,11,0,8,11,0,5,0,10,11,10,0,6,12,34,11,26,7,0,7,25,8,6,1,0,7,0,21,4,0
180614B0100,18,2,0,7,0,19,7,0,5,5,0,3,1,5,8,7,0,6,13,20,8,14,5,0,5,14,2,5,0,0,7,3,10,4,0
180614C0100,18,2,1,7,0,14,7,0,9,6,2,4,0,12,4,6,1,1,9,12,9,18,4,0,1,20,3,4,0,0,6,1,12,3,1
180615B0100,18,4,0,9,4,21,5,0,9,4,0,8,1,12,4,14,2,3,9,10,8,16,3,0,7,21,3,4,0,0,5,1,13,3,0
180615C0100,18,4,1,8,0,12,7,0,8,17,0,10,0,7,6,8,0,4,10,28,8,22,5,0,8,28,7,5,0,0,4,2,14,1,1
180616B0100,18,4,0,15,3,34,9,1,14,14,0,7,1,13,9,3,0,12,18,23,12,28,3,0,10,33,9,7,0,0,6,1,17,4,1
180616C0100,18,4,0,15,0,31,16,0,14,11,2,12,0,6,14,15,1,2,13,28,8,24,10,0,5,28,11,6,0,0,5,4,19,6,0
180617B0100,18,4,1,7,1,22,8,0,13,8,0,9,0,13,10,12,1,5,10,23,9,19,7,0,7,36,3,6,0,0,5,1,20,3,0
180617C0100,18,4,0,13,0,26,7,1,8,16,1,13,0,17,5,14,1,6,14,24,5,21,8,0,5,34,8,3,0,0,4,1,18,1,1
180618B0100,18,4,0,11,1,32,11,0,12,9,3,12,0,14,7,8,0,6,10,21,12,19,10,0,6,31,3,7,1,0,8,0,16,4,0
180619B0100,18,4,2,10,1,25,6,0,6,8,1,8,0,4,9,1,0,0,6,15,9,16,9,0,6,31,4,3,0,0,5,0,13,2,0
180619C0100,18,4,0,6,0,20,3,0,4,11,0,11,1,11,10,8,1,4,6,21,9,19,7,0,4,18,4,4,0,0,5,0,10,4,0
180620B0100,18,4,1,15,2,39,13,0,13,17,2,10,0,14,10,15,0,7,19,35,7,33,11,0,10,32,11,8,0,0,7,3,25,5,0
180621B0100,18,4,1,18,3,24,6,0,6,9,2,10,0,12,9,9,1,6,16,28,9,18,7,1,7,27,5,3,0,0,4,2,16,3,1
180621C0100,18,4,1,13,1,30,11,0,10,14,1,8,0,17,3,14,0,14,15,35,11,15,3,0,10,28,8,4,0,0,7,0,16,3,1
180622B0100,18,4,1,13,1,35,5,0,8,18,1,17,1,15,17,12,1,3,13,39,12,33,8,0,10,24,6,9,0,0,12,2,27,3,3
180623B0100,18,4,0,14,3,33,16,0,17,18,2,10,1,8,8,4,0,12,13,15,7,23,7,0,12,32,12,10,0,0,7,2,23,5,1
180623C0100,18,4,1,18,2,28,9,0,11,23,1,7,1,9,12,10,3,12,20,29,6,23,5,0,7,38,5,12,1,0,6,2,23,2,0
180624B0100,18,2,1,10,0,18,2,0,11,8,0,8,0,3,10,8,0,7,11,21,6,16,4,0,6,19,9,3,0,0,4,2,17,3,0
180624C0100,18,2,1,13,0,20,9,0,12,11,1,4,0,8,4,11,2,4,7,20,5,17,7,0,4,18,5,3,0,0,3,3,18,3,1
180625B0100,18,4,1,10,0,42,11,0,15,18,1,6,2,12,9,10,1,4,20,24,14,20,4,0,13,26,8,4,0,0,13,3,20,3,1
180626B0100,18,4,2,14,3,27,11,0,19,18,2,9,2,18,13,9,0,8,14,23,17,40,7,0,12,37,8,6,2,0,11,4,17,4,3
180626C0100,18,4,2,10,2,30,13,0,16,15,0,13,3,15,15,16,1,6,17,37,11,35,5,0,10,46,7,7,1,0,7,2,26,3,3
180627B0100,18,4,0,11,2,18,12,0,9,16,0,10,2,12,8,13,0,9,12,26,11,23,4,0,6,23,6,5,1,0,2,4,21,2,1
180627C0100,18,4,0,12,2,21,21,0,14,4,3,9,0,12,10,8,0,3,16,17,8,33,8,0,4,33,5,9,0,0,8,3,18,4,2
180628B0100,18,2,0,11,1,22,7,0,12,8,0,10,1,9,3,9,0,11,11,23,10,14,6,0,6,21,4,7,1,0,5,1,14,2,0
180628C0100,18,2,0,6,1,27,8,0,7,6,1,12,0,12,11,15,2,6,12,13,9,24,3,1,9,25,5,5,0,0,0,2,16,3,0
180629B0100,18,2,1,12,2,23,10,0,5,12,0,9,1,11,9,9,0,8,10,29,12,23,5,0,11,26,5,4,2,0,5,2,17,3,0
180629C0100,18,2,0,13,1,25,8,0,6,1,0,7,0,5,11,12,0,7,9,18,14,12,10,1,9,30,7,1,0,0,6,1,22,3,2
180630B0100,18,4,0,13,2,18,13,0,11,10,4,7,1,13,10,17,1,14,14,30,9,11,6,1,5,34,9,7,0,0,2,2,28,0,0
180630C0100,18,4,1,14,3,29,13,0,11,16,4,5,1,10,11,12,3,7,8,35,7,28,5,0,5,22,9,9,1,0,2,2,24,1,0
180630C0200,18,4,0,9,1,28,10,0,10,11,4,9,0,7,8,16,1,6,12,33,13,24,6,0,8,26,7,5,0,0,5,1,21,5,1
180631B0100,18,4,0,9,0,26,12,0,12,10,4,9,0,8,11,9,0,6,17,32,9,24,6,0,9,27,7,4,0,0,6,2,25,4,0
180631C0100,18,4,1,11,1,28,12,0,12,8,0,11,0,7,10,9,0,8,16,29,12,19,8,0,10,27,1,9,0,0,5,3,19,3,2
180631C0200,18,4,1,12,1,28,15,0,12,11,2,8,0,12,11,10,0,4,13,32,9,29,7,1,7,21,10,6,0,0,8,0,20,6,1
180632B0100,18,4,0,19,1,43,11,1,19,18,1,6,1,15,16,10,2,11,13,37,8,37,10,0,8,36,4,8,0,0,11,0,20,5,3
180632C0100,18,4,1,11,1,42,11,0,11,13,1,11,2,19,7,15,2,7,16,33,11,35,10,0,8,29,8,9,0,0,12,1,24,6,1
180635B0100,18,4,0,14,1,25,7,0,13,16,2,10,0,9,7,20,1,11,15,23,6,32,8,0,10,35,1,6,0,0,2,2,23,4,1
180635C0100,18,4,1,13,2,26,7,0,8,15,0,7,1,24,13,14,1,9,15,32,14,25,12,1,11,42,14,4,0,0,7,1,17,6,1
180635C0200,18,4,3,7,1,31,12,1,15,17,1,8,0,19,6,10,1,9,17,26,6,26,7,0,10,33,10,6,1,0,5,3,31,1,0
180636B0100,18,4,1,14,2,38,12,0,13,11,1,9,0,10,14,9,1,6,15,24,14,29,8,0,10,28,3,6,1,0,5,4,16,2,1
180637B0100,18,4,0,6,1,25,3,0,4,9,2,4,0,9,6,5,1,3,9,20,1,17,4,0,5,22,4,4,0,0,3,2,18,3,0
180637C0100,18,4,0,10,2,13,11,0,6,12,1,5,1,8,7,10,1,3,7,15,13,26,5,0,3,15,5,3,0,0,1,0,19,2,0
180638B0100,18,4,1,13,0,30,14,0,6,8,1,7,0,8,12,11,0,7,10,21,8,26,6,0,7,16,7,5,0,0,5,0,31,3,1
180639B0100,18,2,1,11,0,11,6,0,10,10,0,10,1,13,10,10,0,8,6,16,4,22,4,0,6,16,6,4,0,0,2,2,21,3,0
180639C0100,18,2,0,12,1,29,5,0,6,10,0,9,1,10,17,3,0,1,9,16,7,18,3,0,2,16,1,6,0,0,2,1,15,3,0
180640B0100,18,2,0,6,1,32,8,0,11,20,1,4,3,11,8,6,0,4,11,25,3,19,4,0,9,20,7,3,0,0,5,1,18,2,1
180640C0100,18,2,0,12,2,27,13,0,6,15,0,10,0,9,5,8,2,4,10,19,8,18,5,0,5,24,6,3,0,0,1,3,19,3,2
180641B0100,18,4,0,11,1,24,11,0,9,12,0,8,0,15,9,5,1,5,14,20,10,30,3,0,5,25,8,3,0,0,10,3,19,2,1
180642B0100,18,2,1,13,0,23,11,0,8,11,0,6,0,4,5,7,0,8,8,15,7,16,6,0,8,15,4,5,0,0,3,1,12,1,1
180642C0100,18,2,0,10,1,28,10,0,10,10,0,7,0,5,10,5,0,3,7,9,7,15,8,0,3,24,7,5,0,0,1,0,14,1,1
180643B0100,18,4,1,11,0,25,10,0,11,8,0,9,3,8,5,7,1,7,12,24,6,15,7,0,6,20,5,4,0,0,1,1,19,0,1
180643C0100,18,4,1,10,1,26,4,0,10,15,0,8,0,4,8,6,0,6,4,17,7,20,5,0,6,20,7,6,0,0,6,2,18,4,1
180644B0100,18,4,0,11,0,43,12,0,17,7,1,17,0,16,15,14,0,10,14,46,11,31,7,0,5,47,9,8,0,0,8,3,23,2,1
180645B0100,18,4,1,9,2,20,5,0,8,12,1,11,1,9,5,7,1,1,10,22,6,15,6,0,4,21,4,3,0,0,3,0,17,2,1
180645C0100,18,4,1,11,1,24,7,1,11,10,1,4,2,9,8,5,0,5,10,23,4,16,4,2,5,23,4,5,0,0,5,1,16,6,0
180646B0100,18,2,0,6,1,19,14,0,9,8,2,13,2,5,10,14,1,6,11,26,8,21,8,0,3,25,6,5,0,0,8,0,18,4,1
180646C0100,18,2,0,14,4,30,12,0,9,8,3,3,2,14,9,13,0,9,6,18,7,20,7,0,10,24,6,5,0,0,6,0,16,6,1
180647B0100,18,2,0,8,1,18,10,0,9,10,1,6,0,12,9,7,0,5,9,21,3,23,7,1,7,20,3,4,0,0,4,4,11,1,0
180648B0100,18,4,2,10,2,35,12,0,20,11,1,13,2,16,11,10,1,9,14,35,10,29,5,0,12,43,11,4,0,0,8,1,21,3,1
180649B0100,18,4,2,14,1,24,8,0,8,10,1,7,2,9,5,8,0,9,13,22,9,17,9,0,7,30,9,3,0,0,6,1,13,2,0
180650B0100,18,4,1,13,2,40,14,0,15,13,1,11,0,9,8,11,0,5,17,31,9,26,7,0,8,19,6,6,0,0,5,2,22,2,3
180651B0100,18,4,0,11,1,25,9,0,16,11,3,8,1,12,10,17,0,11,13,21,11,20,2,0,7,33,5,5,0,0,8,1,27,3,0
180651C0100,18,4,1,13,1,33,2,0,20,22,1,12,0,15,13,12,0,5,11,29,5,21,8,0,9,28,6,7,0,0,4,2,24,9,1
180652B0100,18,4,1,19,1,47,13,0,14,8,1,8,1,17,15,9,0,11,17,26,8,20,7,0,12,28,11,7,1,0,7,3,32,3,1
180653B0100,18,4,2,12,0,22,7,0,10,11,1,7,0,11,7,5,0,6,11,13,14,24,3,0,8,16,3,7,0,0,3,1,26,3,0
180654B0100,18,4,1,11,1,28,5,0,9,14,0,16,1,13,9,6,0,5,14,22,7,20,4,0,9,25,12,7,0,0,8,1,17,3,0
180655B0100,18,4,1,6,2,25,13,0,17,10,0,16,1,11,11,17,2,3,18,29,14,27,7,0,7,28,8,7,0,0,8,1,23,4,1
180656B0100,18,2,3,8,0,17,6,0,5,12,2,8,0,5,7,7,1,5,8,23,6,24,5,0,4,15,4,4,0,0,8,2,13,5,0
180656C0100,18,2,1,5,1,30,8,0,5,11,0,4,1,5,5,5,0,3,19,12,6,11,7,0,5,26,5,1,0,0,9,2,14,0,1
180657B0100,18,4,0,11,2,34,11,0,18,9,0,4,1,14,12,14,1,7,15,29,14,28,11,1,6,29,6,8,0,0,9,1,22,4,4
180658B0100,18,2,0,6,1,15,3,0,9,13,0,5,0,7,5,11,0,7,11,21,6,20,7,1,6,18,7,3,0,0,2,0,17,2,4
180658C0100,18,2,0,10,1,25,8,0,11,3,2,6,0,8,8,8,1,8,14,24,8,10,4,0,9,15,5,7,0,0,6,0,14,3,0
180659B0100,18,2,0,13,0,25,9,0,7,15,1,9,1,9,6,5,0,7,19,17,13,14,6,0,5,27,4,7,1,0,5,2,23,2,1
180660B0100,18,4,3,17,2,30,14,0,12,18,0,9,0,10,11,14,0,7,15,36,15,43,13,0,4,39,8,8,0,0,6,3,21,4,2
180661B0100,18,4,2,12,2,34,13,0,7,11,0,11,1,11,7,13,2,6,10,30,9,21,8,0,8,28,5,7,0,0,5,5,16,2,3
180661C0100,18,4,0,12,0,27,9,0,13,7,1,10,2,4,12,4,1,4,8,21,8,19,4,0,9,36,6,6,0,0,2,1,13,5,2
180661C0200,18,4,1,13,1,34,11,0,11,15,0,12,2,8,13,8,1,5,12,17,9,27,10,0,4,26,2,5,0,0,12,1,19,4,2
