CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PT_PVEM_MORENA_PANAL,PT_PVEM_MORENA,PT_PVEM_PANAL,PT_MORENA_PANAL,PVEM_MORENA_PANAL,PT_PVEM,PT_MORENA,PT_PANAL,PVEM_MORENA,PVEM_PANAL,MORENA_PANAL,MC,PAZ,MD,PP,PES,RSP,FPM,CNR,NULOS
320524C0200,32,7,1,0,12,26,3,0,3,12,3,1,7,2,19,10,5,10,11,0,25,22,4,7,14,6,84,4,2,0,5,21,18
320525B0100,32,11,0,4,13,11,5,2,0,3,3,1,3,2,7,7,3,5,6,0,28,22,5,3,6,4,54,1,0,0,2,7,9
320526B0100,32,14,0,0,5,12,2,0,0,2,3,0,8,2,10,7,3,8,5,1,25,19,6,4,5,9,49,1,1,0,4,9,1
320526C0100,32,14,0,0,7,14,3,0,2,11,3,1,6,5,15,5,5,7,4,1,19,14,1,4,3,5,49,1,2,0,1,14,10
320527B0100,32,14,3,1,12,27,2,1,0,13,3,3,11,0,25,14,5,5,6,1,26,23,12,6,10,15,81,1,2,0,4,19,8
320527C0100,32,14,1,3,13,24,2,2,1,13,5,2,9,6,22,12,7,9,10,2,35,25,3,3,7,8,77,1,2,0,6,11,17
320527C0200,32,14,3,1,9,20,3,1,2,14,3,4,18,4,17,16,6,15,3,0,31,25,6,5,10,12,70,2,3,0,3,23,12
320527C0300,32,14,3,2,21,23,3,2,1,9,3,1,13,3,27,11,5,10,11,1,42,25,10,2,5,7,58,2,3,0,3,21,15
320528B0100,32,14,3,1,9,15,5,1,0,6,4,1,9,1,14,9,5,7,6,5,30,12,5,4,5,9,73,2,1,0,1,16,15
320528C0100,32,14,0,0,5,20,2,3,0,11,2,2,1,5,14,9,2,6,7,1,26,25,3,2,9,8,67,3,0,0,5,19,10
320528C0200,32,14,0,1,11,11,1,4,2,6,7,0,4,2,24,11,9,12,8,1,27,28,8,0,1,6,64,1,1,0,4,13,11
320529B0100,32,14,3,3,17,27,7,2,1,8,2,4,6,6,19,10,5,11,7,1,37,25,7,5,8,8,63,2,3,0,4,17,11
320529C0100,32,14,1,3,20,33,3,2,1,14,2,1,14,4,27,6,2,7,6,4,31,26,2,3,5,8,59,1,2,0,5,9,14
320529C0200,32,14,2,1,18,30,6,1,4,9,2,5,5,0,25,7,6,11,8,0,31,16,7,2,5,7,84,4,4,0,2,14,10
320530B0100,32,11,2,0,12,15,3,4,1,10,0,8,6,1,23,8,1,7,9,0,32,19,6,3,6,9,62,1,0,0,5,22,9
320530C0100,32,11,1,3,12,19,4,3,3,11,1,0,5,1,18,11,2,5,7,3,23,15,9,6,8,11,65,3,1,0,7,17,8
320530C0200,32,11,3,3,12,16,2,1,0,9,1,1,7,2,16,10,6,6,6,2,32,26,6,2,5,8,85,6,2,0,6,14,6
320531B0100,32,14,1,2,10,20,1,0,1,9,2,0,6,3,14,8,8,6,4,3,31,24,7,0,5,15,71,4,0,0,2,16,9
320531C0100,32,14,2,0,10,19,0,0,2,13,0,1,5,4,21,10,2,6,8,0,25,20,4,1,11,11,71,2,0,0,7,15,12
320531C0200,32,14,1,2,4,17,2,1,1,8,7,1,4,1,22,9,6,7,5,2,37,13,6,4,3,7,69,2,3,0,8,14,11
320532B0100,32,7,0,0,11,16,3,3,0,18,3,2,5,3,19,13,2,7,10,0,21,16,5,3,8,5,67,5,3,0,3,12,11
320532C0100,32,7,1,1,14,16,4,1,1,4,0,1,5,4,27,6,11,5,5,3,33,22,5,4,5,4,63,6,3,0,4,13,13
320533B0100,32,14,1,1,11,20,0,1,0,10,6,4,6,4,20,9,6,6,8,2,32,21,6,5,9,7,63,3,3,0,4,22,14
320533C0100,32,14,2,3,13,20,2,0,1,13,1,3,4,1,20,18,5,8,3,1,36,27,4,2,7,15,69,3,1,0,4,17,10
320534B0100,32,11,3,2,4,18,3,1,0,12,0,0,3,3,25,8,5,9,7,2,22,22,7,0,4,6,65,0,4,0,5,11,13
320534C0100,32,11,2,0,7,14,1,2,2,13,4,1,5,2,16,8,7,8,7,1,32,23,4,3,3,9,43,2,2,0,5,14,10
320535B0100,32,7,0,0,12,20,3,2,2,10,6,1,7,1,31,10,8,7,9,2,34,16,4,0,9,8,76,4,2,0,7,18,5
320535C0100,32,7,1,1,10,22,3,3,1,6,3,0,12,3,20,10,2,9,5,3,31,23,7,5,11,6,81,3,2,0,6,15,9
320536B0100,32,14,1,2,8,21,0,2,1,6,3,1,7,2,22,2,4,4,4,0,14,15,6,1,4,5,58,0,1,0,5,12,7
320536C0100,32,14,2,2,7,9,2,1,0,7,2,2,10,3,14,6,5,12,3,3,25,18,4,3,11,5,63,3,2,0,4,19,10
320537B0100,32,14,0,0,8,19,2,2,2,8,2,3,7,1,17,10,3,3,4,1,26,22,2,5,1,6,68,1,1,0,7,16,11
320537C0100,32,14,2,1,14,12,0,0,4,8,2,1,10,3,18,2,7,12,8,3,28,25,4,0,7,10,68,1,0,0,6,15,6
320537C0200,32,14,0,5,6,15,3,0,2,8,9,1,9,2,14,6,4,6,3,5,20,25,6,3,5,7,50,2,1,0,4,16,11
320538B0100,32,14,0,2,20,21,0,3,1,6,3,3,10,5,25,6,6,6,10,1,39,25,5,8,7,8,72,3,1,0,4,17,16
320538C0100,32,14,1,5,21,20,2,1,1,5,3,5,5,2,13,10,5,11,12,4,33,32,9,3,4,9,89,0,1,0,4,24,15
320539B0100,32,14,0,0,9,29,3,0,1,15,4,3,9,1,18,10,1,9,4,5,28,19,5,1,11,11,83,7,5,0,5,18,15
320539C0100,32,14,0,1,20,32,4,0,3,4,4,5,6,1,24,11,7,11,9,0,41,23,5,5,6,10,88,9,4,0,8,10,12
320539C0200,32,14,3,1,13,16,3,2,1,15,3,1,10,2,24,19,4,12,3,2,39,31,4,4,13,7,77,1,0,0,6,19,15
320539C0300,32,14,1,1,19,16,4,0,1,10,1,1,6,2,14,11,6,15,9,1,38,34,6,2,5,13,80,3,2,0,5,18,11
320539C0400,32,14,3,2,8,23,2,2,2,12,3,0,11,1,28,9,7,5,6,0,32,13,1,5,9,5,84,2,0,0,3,19,17
320539C0500,32,14,2,2,15,15,5,2,2,6,6,2,11,3,18,8,5,6,7,1,37,26,8,4,8,10,79,2,2,0,5,23,13
320539C0600,32,14,0,3,5,20,3,2,1,18,2,2,3,4,18,8,6,8,6,0,41,26,11,4,5,12,71,1,3,0,3,20,16
320540B0100,32,7,0,1,5,16,0,1,3,12,4,3,6,1,29,12,6,14,4,4,33,25,7,6,9,7,70,3,4,0,5,30,17
320540C0100,32,7,2,1,16,22,4,1,1,12,7,4,12,2,25,9,8,7,11,1,37,33,9,6,7,9,81,4,2,0,6,21,10
320541B0100,32,14,2,0,8,16,3,0,1,10,2,4,6,1,15,5,0,10,6,2,39,18,6,5,5,9,60,2,0,0,1,24,16
320542B0100,32,11,3,1,3,18,4,0,2,9,1,3,3,0,17,7,1,9,6,3,23,21,6,3,6,4,63,3,4,0,1,13,11
320542C0100,32,11,1,3,6,19,0,2,2,14,3,1,2,3,11,10,6,8,2,0,25,18,5,3,9,6,61,4,3,0,0,9,6
320543B0100,32,14,0,1,11,26,1,0,0,8,5,0,2,2,16,7,4,7,7,2,29,19,10,4,7,12,84,0,4,0,2,17,15
320543C0100,32,14,0,1,11,19,3,1,2,6,3,0,10,6,14,7,6,8,5,1,30,20,4,3,2,7,57,0,4,0,3,16,13
320543C0200,32,14,0,1,11,21,2,1,3,10,2,1,0,3,15,12,4,6,9,0,28,30,5,2,6,13,65,3,1,0,3,14,12
320545B0100,32,14,1,0,7,13,4,2,0,4,1,0,8,3,11,5,2,3,5,0,21,13,4,0,4,8,55,2,4,0,2,8,9
320546B0100,32,11,0,0,9,7,3,1,1,8,1,2,5,2,5,3,2,2,1,0,12,16,2,1,3,4,33,1,5,0,5,8,3
320547B0100,32,14,0,1,7,13,0,3,1,5,2,1,4,2,12,13,1,7,6,1,14,18,4,2,3,7,52,3,2,0,2,14,9
320548B0100,32,11,1,0,3,5,0,0,0,0,3,1,2,0,5,4,2,1,0,1,2,4,2,0,3,2,15,0,0,0,0,7,2
320549B0100,32,7,0,1,14,20,7,1,1,11,2,3,3,4,29,18,5,11,6,2,30,23,8,5,7,10,78,1,3,0,2,19,11
320549C0100,32,7,1,3,19,21,3,2,4,14,1,3,11,4,17,9,6,12,8,0,38,28,6,3,6,8,88,3,1,0,6,15,8
320549C0200,32,7,1,3,16,28,2,6,3,9,5,1,9,3,25,18,4,6,10,1,41,23,11,2,11,10,72,3,3,0,7,18,9
320549C0300,32,7,3,2,13,24,6,0,2,13,4,3,11,5,18,14,5,9,5,3,34,40,1,5,11,8,93,1,4,0,5,25,13
320549C0400,32,7,1,2,20,18,3,0,2,13,3,1,8,2,14,10,7,9,6,1,30,23,13,4,4,10,81,3,5,0,4,27,15
320549C0500,32,7,3,1,19,16,3,1,4,14,2,2,9,2,18,10,6,10,10,0,38,26,5,3,10,11,74,4,1,0,5,23,12
320549C0600,32,7,1,1,9,20,4,1,4,13,1,3,9,2,25,16,4,9,8,2,41,17,5,3,5,7,93,3,7,0,2,20,9
320549C0700,32,7,1,0,12,22,11,1,2,12,3,1,12,4,12,22,3,12,10,1,34,20,11,6,10,16,80,4,0,0,1,25,14
320549C0800,32,7,1,0,12,26,1,3,3,18,5,0,10,3,22,10,8,9,8,3,34,26,8,7,5,12,85,2,3,0,5,11,18
320549C0900,32,7,1,3,9,14,7,1,3,4,6,1,5,4,21,6,9,5,7,1,43,34,6,4,11,12,75,2,4,0,6,26,13
320549E0100,32,7,1,1,4,7,0,0,0,6,3,0,0,1,6,7,2,4,3,4,14,3,0,2,2,2,26,2,0,0,2,4,2
320551B0100,32,7,3,1,13,16,4,2,3,11,8,3,9,3,18,10,3,11,10,2,38,25,8,4,4,13,97,2,0,0,4,15,21
320551C0100,32,7,4,3,14,19,1,0,2,15,4,3,7,3,28,11,7,9,8,2,34,19,3,4,12,9,89,7,3,0,5,23,8
320551C0200,32,7,3,3,11,22,3,1,1,15,1,2,3,5,11,13,8,5,13,1,34,27,7,4,10,11,72,1,1,0,3,32,23
320551C0300,32,7,1,2,17,15,3,0,0,14,5,4,6,4,18,5,8,7,5,3,35,26,7,2,4,10,78,1,2,0,5,25,9
320551C0400,32,7,3,1,14,20,5,2,4,14,3,1,12,5,25,8,4,12,10,0,39,26,9,0,5,10,100,1,4,0,5,11,13
320552B0100,32,2,0,1,8,15,2,2,0,10,2,1,9,4,14,8,2,7,6,1,30,15,1,1,8,13,66,1,2,0,4,8,12
320552C0100,32,2,1,1,8,14,4,0,0,5,3,0,7,0,12,7,1,8,6,0,34,20,5,1,8,4,52,2,2,0,2,14,6
320553B0100,32,2,1,0,3,8,4,0,0,3,0,1,1,1,6,6,3,6,7,0,13,9,3,1,6,2,15,0,1,0,3,7,6
320554B0100,32,9,0,1,12,24,2,1,0,8,4,3,6,3,16,15,2,18,3,0,36,27,8,1,11,7,63,3,2,0,7,16,17
320555B0100,32,9,1,0,8,9,1,0,3,5,2,1,1,2,7,0,0,4,3,0,14,8,2,3,3,4,32,1,3,0,0,7,5
320556B0100,32,9,2,0,3,5,2,0,0,2,3,0,1,0,2,3,2,1,0,0,9,4,0,1,0,1,22,0,1,0,1,3,2
320557B0100,32,9,1,0,3,12,3,0,1,7,3,0,7,2,14,5,1,3,4,1,16,13,6,2,4,4,47,1,2,0,1,5,9
320558B0100,32,2,1,1,3,15,2,0,1,5,3,2,4,1,10,6,3,2,3,2,13,11,4,4,3,2,38,1,1,0,3,7,2
320559B0100,32,9,2,1,6,11,1,0,1,5,0,0,6,4,11,4,3,4,3,1,19,14,4,0,4,9,29,4,1,0,5,6,6
320560B0100,32,9,0,0,3,7,2,0,0,1,0,1,2,2,6,2,0,1,4,0,12,7,4,1,3,3,25,0,0,0,0,6,8
320562B0100,32,9,0,1,1,8,0,0,1,4,4,1,1,3,15,1,2,5,1,1,7,2,2,0,2,3,23,0,0,0,1,3,5
320563B0100,32,9,0,1,2,5,1,0,1,3,1,0,2,0,5,4,2,2,1,0,9,3,1,1,3,1,8,0,0,0,0,2,3
320564B0100,32,9,0,1,2,7,1,0,1,5,0,0,1,0,6,5,2,2,3,0,4,10,1,6,2,2,21,0,0,0,2,4,4
320565B0100,32,9,0,1,1,5,1,0,2,2,0,1,4,1,4,0,2,0,2,0,6,5,2,0,2,0,16,0,1,0,1,3,1
320566B0100,32,2,2,0,12,27,3,2,4,21,6,1,6,2,22,13,5,11,6,1,38,23,6,8,7,10,86,4,1,0,3,15,12
320566C0100,32,2,1,1,12,31,1,1,4,12,6,3,13,4,17,5,7,8,7,3,41,31,5,3,5,5,94,5,2,0,9,21,15
320567B0100,32,2,3,0,12,18,1,1,2,13,1,1,6,2,15,7,5,9,8,0,22,13,4,1,6,6,61,3,0,0,3,11,8
320567C0100,32,2,1,1,8,11,2,1,4,3,1,1,5,3,10,8,6,4,6,3,19,24,0,2,9,4,51,0,3,0,8,12,15
320568B0100,32,2,2,1,7,18,3,0,2,7,1,2,4,2,10,7,1,4,6,1,19,18,4,0,3,5,49,1,3,0,1,14,13
320568C0100,32,2,0,0,9,20,0,2,0,7,3,3,3,0,13,7,7,5,6,2,16,16,3,1,8,5,56,0,2,0,1,10,7
320569B0100,32,5,1,1,11,14,2,3,1,10,3,4,5,0,34,12,5,9,7,0,29,18,7,5,4,16,76,5,4,0,4,17,17
320569C0100,32,5,2,3,15,24,5,1,0,12,4,3,8,2,19,10,2,10,8,3,25,32,4,6,9,9,63,4,2,0,1,11,15
320570B0100,32,5,0,0,18,19,1,1,2,15,2,3,7,4,19,9,6,8,7,0,26,28,8,5,7,4,77,3,2,0,5,20,9
320571B0100,32,5,1,1,11,25,6,1,2,12,6,1,4,0,17,7,4,8,7,2,36,27,2,2,7,8,70,4,1,0,2,13,15
320572B0100,32,5,3,3,16,18,3,0,0,9,1,2,7,2,17,6,2,8,9,2,30,20,11,5,5,10,56,4,3,0,8,17,8
320572C0100,32,5,1,1,15,13,9,2,3,10,5,2,10,1,17,8,4,9,6,3,28,24,5,5,3,10,71,3,3,0,4,22,13
320573B0100,32,5,2,0,13,18,2,0,2,16,3,1,4,6,22,12,6,8,10,1,35,23,7,1,8,7,75,3,3,0,6,24,15
320573C0100,32,5,1,1,10,15,5,0,1,15,4,2,10,3,22,10,5,12,5,0,22,26,4,3,5,6,71,0,0,0,3,16,15
320573C0200,32,5,1,2,11,10,2,2,1,11,2,2,10,2,22,13,5,8,8,2,29,19,8,3,3,9,86,2,6,0,9,14,10
320574B0100,32,2,1,2,15,16,3,0,4,11,1,1,6,4,20,11,4,6,8,1,31,20,6,5,7,9,72,2,1,0,5,15,15
320575B0100,32,5,1,0,10,18,3,4,2,6,0,2,5,4,16,16,3,6,7,2,38,22,6,6,5,5,62,0,3,0,3,9,10
320576B0100,32,2,1,0,6,18,6,0,1,12,1,1,6,2,12,4,3,2,5,3,17,17,3,1,3,9,52,1,5,0,1,15,11
320576S0100,32,2,2,5,21,46,9,1,3,26,4,4,17,6,43,13,8,15,10,0,64,47,8,4,8,11,107,4,5,0,13,43,30
320577B0100,32,2,0,1,5,6,3,1,2,7,2,3,2,3,9,7,0,6,5,0,17,17,3,2,5,5,54,1,3,0,4,11,3
320578B0100,32,5,2,2,19,36,4,1,1,10,5,0,13,2,27,10,4,9,8,0,36,33,7,6,6,12,85,1,1,0,0,11,11
320579B0100,32,5,4,3,9,32,2,1,5,11,5,2,6,2,24,16,6,12,5,2,26,25,8,3,15,6,84,3,0,0,5,19,15
320580B0100,32,2,3,0,14,27,3,1,0,12,6,0,10,5,20,8,7,6,10,2,33,25,6,3,10,5,72,0,2,0,4,18,10
320581B0100,32,2,0,2,8,12,4,0,2,9,2,2,9,2,23,6,3,4,7,2,20,18,3,1,11,0,48,3,3,0,6,14,15
320582B0100,32,9,2,1,5,15,2,0,1,3,7,2,4,2,6,8,5,2,4,1,27,18,2,0,5,10,49,3,0,0,4,11,10
320583B0100,32,9,3,2,14,23,1,1,1,12,6,6,9,4,30,9,4,9,10,3,53,30,7,3,10,17,65,2,0,0,3,17,16
320584B0100,32,2,2,1,4,3,0,1,1,2,1,1,5,0,2,4,1,5,2,1,13,12,2,0,1,4,35,1,0,0,2,3,4
320586B0100,32,9,0,1,4,8,0,0,0,6,1,0,4,0,8,1,0,4,3,0,9,7,1,0,5,5,20,2,1,0,4,2,5
320586E0100,32,9,1,0,7,12,2,1,0,5,1,2,1,2,9,6,3,4,2,0,17,15,4,2,3,1,50,0,1,0,2,14,8
320587B0100,32,9,1,1,14,12,2,2,3,8,1,1,5,1,16,7,6,8,7,0,24,16,2,1,6,9,53,1,2,0,5,16,6
320588B0100,32,9,0,0,2,8,1,1,0,3,0,0,7,2,3,3,1,2,1,1,9,12,3,3,2,5,23,3,0,0,3,10,2
320589B0100,32,9,1,2,11,14,2,0,0,6,2,1,7,0,18,7,1,5,3,1,27,25,1,2,6,4,66,4,3,0,3,14,14
320590B0100,32,9,2,2,5,14,3,0,1,6,1,1,4,1,6,2,1,9,3,0,12,16,1,1,1,4,31,0,1,0,5,9,6
320591B0100,32,9,1,0,3,10,0,0,0,1,1,0,4,2,7,3,0,4,2,0,9,9,1,2,3,1,27,2,1,0,2,7,5
320593B0100,32,9,0,1,4,8,1,0,1,5,3,1,6,1,14,6,6,9,0,1,14,13,4,1,7,4,46,1,1,0,2,10,6
320594B0100,32,9,0,0,2,9,1,0,0,2,0,0,0,0,6,7,2,4,0,0,4,9,3,1,2,1,20,3,0,0,0,7,0
320596B0100,32,9,0,1,9,13,2,1,0,7,1,2,4,2,16,8,8,2,4,0,22,13,5,5,4,7,59,2,1,0,4,14,8
320599B0100,32,2,1,2,11,19,4,1,2,8,2,2,10,2,20,5,7,9,6,0,24,18,5,1,3,8,65,0,3,0,2,19,11
320599C0100,32,2,1,1,13,17,0,0,0,9,3,3,10,2,21,11,4,6,5,0,31,18,7,2,4,8,64,4,3,0,4,14,11
320600B0100,32,9,0,0,2,4,0,0,0,2,0,0,2,1,4,3,2,3,1,0,2,4,1,2,1,2,19,0,0,0,0,6,1
320601B0100,32,9,0,0,3,6,0,1,1,7,1,0,6,1,5,7,4,5,2,1,11,12,3,0,1,5,41,1,2,0,8,13,6
320603B0100,32,9,0,1,4,6,1,0,1,1,0,0,1,1,5,1,1,0,3,0,7,4,2,0,3,2,22,0,1,0,0,5,3
320604B0100,32,9,0,0,12,16,4,1,0,2,4,1,7,4,18,10,3,7,9,4,25,20,8,1,6,7,63,3,1,0,3,11,11
320605B0100,32,9,1,1,6,9,0,0,0,3,2,0,2,1,9,2,2,4,3,0,9,3,2,0,1,0,25,0,2,0,1,5,9
320606B0100,32,2,2,1,9,25,2,1,2,7,5,4,6,6,21,18,5,11,8,1,30,20,7,5,4,8,80,2,3,0,7,15,20
320606C0100,32,2,4,2,16,21,3,2,3,9,3,2,9,3,17,11,7,11,9,3,32,25,6,4,5,4,79,0,1,0,3,19,16
320606C0200,32,2,1,3,19,20,4,1,4,21,4,1,1,3,24,7,4,5,7,4,29,24,1,4,13,7,78,0,3,0,3,18,21
320606C0300,32,2,1,0,9,22,2,1,1,5,4,2,11,3,27,19,5,10,3,1,28,30,8,3,9,9,86,2,3,0,6,19,13
320606C0400,32,2,1,1,13,18,4,1,3,12,1,4,14,3,21,19,4,12,12,3,32,26,8,3,7,8,86,0,1,0,3,24,12
320607B0100,32,5,1,2,13,27,2,1,3,8,4,1,4,2,14,4,4,7,8,1,42,27,3,4,4,13,105,2,1,0,4,21,15
320608B0100,32,5,1,0,12,15,3,0,0,11,3,2,5,2,18,6,4,10,7,2,28,32,3,1,5,11,59,0,4,0,3,23,5
320608C0100,32,5,2,1,13,17,3,0,0,14,1,3,3,3,19,9,1,7,6,0,29,23,3,2,4,8,63,2,1,0,4,17,10
320608C0200,32,5,2,0,8,9,5,0,1,6,2,0,12,2,22,7,4,6,8,2,29,25,6,3,11,3,55,2,3,0,3,15,11
320609B0100,32,2,3,3,9,24,3,0,2,15,2,2,5,5,17,7,3,9,10,0,24,22,6,2,7,12,62,5,0,0,2,16,15
320609C0100,32,2,3,2,15,15,1,1,1,13,4,1,7,2,8,7,2,12,7,2,39,20,7,4,8,7,64,2,0,0,2,18,8
320609C0200,32,2,1,0,9,16,1,2,0,8,2,2,8,1,11,9,3,6,17,2,28,16,3,4,2,8,65,1,0,0,5,25,10
320610B0100,32,2,1,0,8,17,0,1,0,11,4,0,3,4,9,8,6,5,7,0,31,27,4,1,3,8,54,6,3,0,4,12,12
320610C0100,32,2,4,4,8,14,1,0,2,7,4,0,9,3,10,3,3,7,7,2,25,11,8,0,5,10,53,2,3,0,1,9,6
320611B0100,32,2,4,3,8,14,0,3,3,11,0,0,7,2,20,10,5,11,7,1,24,24,7,6,7,10,62,2,3,0,7,15,12
320611C0100,32,2,5,0,16,20,1,1,0,10,1,3,7,2,17,7,3,7,7,0,32,18,7,2,9,8,78,5,1,0,1,21,10
320612B0100,32,2,4,3,15,12,1,1,2,8,3,1,5,2,9,5,6,5,8,1,26,22,2,4,6,12,72,2,1,0,4,10,13
320612C0100,32,2,0,1,10,11,3,1,0,11,3,3,10,0,13,13,10,11,3,2,28,19,4,5,4,5,58,1,1,0,3,13,9
320613B0100,32,5,0,0,11,27,1,1,1,13,4,2,7,4,16,14,7,6,3,3,32,23,3,4,10,9,83,1,3,0,8,27,9
320614B0100,32,2,1,3,4,11,3,2,3,13,3,2,9,5,16,7,4,8,5,0,24,29,9,2,9,8,75,1,1,0,3,22,11
320615B0100,32,5,4,1,17,21,1,0,1,10,1,2,7,2,19,8,5,16,11,0,31,23,5,1,12,7,83,5,1,0,5,18,13
320616B0100,32,5,6,1,11,14,3,0,2,14,6,3,3,4,12,8,8,11,7,2,38,28,5,2,3,7,70,3,4,0,6,16,12
320617B0100,32,5,1,1,15,24,0,3,2,7,3,1,7,2,17,9,4,15,7,1,29,27,9,1,12,9,78,3,3,0,6,18,13
320617C0100,32,5,3,1,10,21,3,1,3,12,7,3,10,2,20,11,7,12,7,0,36,17,8,4,5,8,87,3,3,0,6,13,15
320617C0200,32,5,0,2,18,18,0,0,1,12,3,4,11,2,17,9,7,12,3,1,42,15,5,4,9,5,91,3,1,0,9,21,15
320617C0300,32,5,3,2,8,15,1,1,1,15,5,1,8,1,11,11,7,10,5,1,34,29,6,3,5,10,91,3,2,0,3,15,11
320618B0100,32,2,5,1,19,25,3,2,3,10,5,5,3,6,27,10,4,3,9,3,32,33,8,2,7,14,69,1,3,0,3,21,22
320619B0100,32,2,3,1,10,19,2,0,1,9,4,0,10,2,17,8,4,10,7,1,43,24,7,5,10,4,75,1,2,0,6,21,12
320620B0100,32,2,0,2,2,14,2,0,1,3,4,3,3,1,10,4,3,1,4,1,20,11,3,1,4,4,41,1,1,0,1,13,6
320621B0100,32,2,1,0,9,13,2,1,1,9,2,0,8,3,9,5,2,0,6,0,16,21,1,1,1,4,40,1,2,0,4,13,5
320622B0100,32,2,3,2,9,14,6,2,2,5,1,2,9,3,17,7,2,3,5,1,22,21,4,1,6,7,44,2,0,0,3,13,7
320623B0100,32,2,2,2,4,17,2,0,2,12,0,3,5,1,8,6,1,5,4,3,22,15,3,4,5,2,49,3,1,0,2,9,7
320624B0100,32,2,1,0,5,25,4,1,3,10,4,3,3,3,14,7,7,7,9,1,27,28,5,1,14,8,71,0,5,0,4,16,9
320625B0100,32,2,0,0,4,22,1,0,1,10,3,2,4,4,12,11,5,4,3,0,21,24,5,0,6,8,67,1,1,0,5,9,12
320626B0100,32,5,2,1,18,24,1,2,2,9,4,4,7,2,10,12,4,12,6,2,24,20,4,3,7,8,68,1,3,0,4,16,14
320627B0100,32,5,3,1,8,26,3,1,1,12,3,4,4,3,28,11,5,11,8,0,30,19,9,2,3,9,70,2,3,0,9,19,15
320627C0100,32,5,0,1,16,17,3,1,1,6,5,1,8,3,14,12,12,5,9,1,33,29,5,2,4,8,80,7,4,0,5,15,8
320628B0100,32,5,0,2,14,12,3,1,1,7,5,0,5,4,20,9,2,5,8,0,26,18,11,2,6,7,60,2,3,0,5,15,12
320628C0100,32,5,3,3,14,24,3,2,1,7,2,0,1,0,17,10,4,6,2,1,28,24,6,0,2,10,62,1,4,0,1,10,10
320628C0200,32,5,0,2,20,16,2,1,3,10,2,2,5,5,23,6,7,5,3,0,25,26,3,4,8,8,46,1,2,0,5,20,9
320628S0100,32,5,1,5,26,40,10,1,1,23,5,4,8,4,44,22,14,15,10,0,50,51,8,8,14,14,130,6,4,0,15,24,18
320629B0100,32,5,3,4,14,10,4,0,3,3,2,0,5,1,19,9,1,6,0,1,20,14,5,3,3,8,42,0,3,0,1,14,10
320629C0100,32,5,0,1,10,16,2,2,0,6,1,1,7,0,12,7,4,7,6,1,24,19,4,1,3,7,64,2,5,0,1,11,9
320630B0100,32,2,2,1,15,27,6,1,3,18,1,3,13,1,25,7,6,13,3,1,30,24,4,5,10,10,85,3,3,0,7,18,13
320631B0100,32,2,1,2,7,16,5,2,4,11,3,1,7,3,16,11,6,11,7,1,31,26,9,1,13,15,72,0,2,0,5,17,12
320632B0100,32,5,0,1,7,29,3,0,2,7,5,0,6,4,18,12,1,5,7,0,32,14,3,7,5,8,89,5,0,0,6,21,16
320633B0100,32,5,4,1,9,15,1,2,1,8,2,0,7,4,13,11,4,7,4,5,37,25,5,1,6,15,73,3,2,0,3,20,11
320634B0100,32,2,0,2,10,18,3,1,0,10,0,1,10,0,9,6,3,9,1,2,10,16,2,1,5,2,39,3,2,0,3,14,8
320635B0100,32,2,1,1,14,19,1,0,3,14,4,2,3,1,20,12,5,10,9,3,24,24,7,4,8,10,65,2,2,0,0,17,16
320636B0100,32,2,1,3,6,7,0,1,0,10,3,2,5,0,20,11,4,9,7,0,23,16,7,1,5,6,47,1,1,0,4,15,4
320637B0100,32,2,1,2,6,14,0,0,1,7,1,1,4,0,16,8,3,5,6,2,32,23,7,0,7,8,60,3,5,0,4,13,12
320638B0100,32,5,2,2,11,17,3,2,1,14,4,3,6,4,23,15,8,8,3,2,26,27,6,8,10,17,80,2,3,0,5,10,10
320639B0100,32,2,1,1,13,18,3,1,1,5,2,2,9,2,23,8,3,6,8,4,19,22,4,3,3,6,68,1,0,0,4,11,19
320640B0100,32,2,0,2,15,23,1,1,1,7,2,2,7,1,25,20,3,10,5,4,26,29,8,8,4,9,89,4,4,0,6,14,18
320641B0100,32,2,2,0,10,21,2,2,4,16,4,0,11,5,32,9,5,10,6,4,36,31,2,3,18,10,79,7,2,0,10,19,9
320642B0100,32,5,1,3,14,23,4,3,4,10,4,2,8,3,25,13,9,7,8,1,36,28,8,1,12,18,76,1,3,0,7,19,14
320643B0100,32,2,1,0,14,18,4,1,3,9,4,0,9,2,22,5,8,8,8,0,24,29,2,2,7,10,72,1,1,0,6,18,7
320643C0100,32,2,2,3,7,12,2,0,0,10,4,2,7,2,19,8,1,4,3,1,40,20,5,1,7,6,78,3,2,0,5,15,10
320644B0100,32,2,3,1,10,15,2,1,2,15,2,2,5,5,32,12,12,9,6,3,29,31,2,3,13,5,87,2,2,0,10,17,6
320645B0100,32,2,0,1,13,16,2,2,1,13,3,3,6,6,18,4,3,5,9,1,25,23,8,1,2,10,52,2,2,0,4,10,13
320645C0100,32,2,0,0,11,22,1,0,1,11,3,2,8,3,15,11,4,8,5,2,37,12,3,1,8,10,63,1,2,0,3,17,6
320646B0100,32,2,2,0,12,21,3,0,2,15,5,1,7,3,18,15,5,5,9,6,39,27,6,3,7,9,79,2,1,0,9,29,10
