CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRD,PAN_PRD,PRI,PVEM,PT,MORENA,PANAL,PT_MORENA_PANAL,PT_MORENA,PT_PANAL,MORENA_PANAL,MC,PES,RSP,FPM,CI1,CI2,CNR,NULOS
'080863C0100',8,8,12,27,0,0,2,1,21,10,4,11,17,21,10,8,7,1,1,12,10,14
'080864B0100',8,17,22,42,0,1,3,3,36,26,13,13,8,33,21,2,5,2,0,14,15,16
'080865B0100',8,17,19,34,0,0,3,3,50,18,20,9,17,37,14,2,6,4,0,27,21,15
'080865C0100',8,17,17,52,0,0,6,3,60,15,15,10,23,30,14,1,4,4,1,20,18,18
'080866B0100',8,17,27,47,0,2,6,1,47,32,21,11,17,34,12,6,7,3,1,23,19,29
'080867B0100',8,8,11,34,0,1,6,0,45,23,16,5,15,29,13,2,5,0,0,18,28,18
'080867C0100',8,8,20,37,0,2,5,3,35,29,16,3,14,24,21,5,4,2,0,15,12,21
'080868B0100',8,8,14,28,0,1,4,0,26,20,14,7,4,13,5,3,5,1,0,16,12,18
'080868C0100',8,8,10,23,0,0,6,1,24,18,10,4,18,12,11,4,3,3,0,17,9,13
'080869B0100',8,17,23,38,0,3,4,3,65,33,20,7,26,44,16,2,10,2,0,21,26,20
'080869C0100',8,17,23,45,1,4,3,5,49,37,11,7,23,36,14,4,3,4,1,27,19,25
'080870B0100',8,17,17,43,0,0,8,3,52,22,16,13,17,27,17,3,5,0,0,28,24,24
'080870C0100',8,17,14,44,0,2,8,4,48,23,7,8,23,31,12,9,6,3,0,20,16,33
'080871B0100',8,17,24,46,0,1,11,3,58,24,18,5,25,37,14,4,4,6,1,31,27,21
'080871C0100',8,17,24,45,1,2,8,4,71,29,17,13,21,44,15,1,10,0,1,32,23,21
'080872B0100',8,17,26,31,0,4,3,6,50,22,17,9,19,34,17,12,6,2,0,22,21,15
'080872C0100',8,17,19,39,0,3,3,4,42,17,16,7,15,43,11,2,5,5,0,22,13,16
'080872C0200',8,17,18,48,0,3,8,4,53,18,15,8,14,36,16,4,5,1,0,14,18,22
'080873B0100',8,17,19,42,1,1,7,4,41,30,6,9,22,31,19,1,7,5,0,24,19,27
'080873C0100',8,17,20,51,0,0,6,4,51,35,15,7,20,34,15,4,8,3,0,14,13,29
'080874B0100',8,17,19,39,0,0,6,3,50,31,16,6,15,27,18,7,7,4,0,16,27,26
'080874C0100',8,17,13,41,0,1,6,2,48,20,18,7,13,25,15,6,15,2,0,29,11,26
'080875B0100',8,17,26,42,0,0,7,6,72,20,14,9,29,30,9,5,6,1,2,23,20,14
'080875C0100',8,17,21,45,1,0,8,2,58,24,15,12,17,39,9,2,7,2,0,25,26,14
'080876B0100',8,8,17,22,1,0,8,2,49,21,8,11,19,27,19,5,6,2,1,11,17,21
'080876C0100',8,8,10,27,2,3,6,2,38,25,10,7,20,20,11,4,4,0,1,11,17,12
'080876C0200',8,8,15,21,0,2,4,3,40,19,15,8,19,24,16,3,4,2,1,15,17,17
'080877B0100',8,17,16,35,0,1,7,5,51,26,19,11,13,30,19,4,4,3,3,25,16,13
'080877C0100',8,17,14,35,0,0,3,0,46,38,14,7,20,29,18,2,5,3,2,25,18,14
'080877C0200',8,17,17,39,0,2,6,1,47,20,24,8,21,33,7,4,7,1,0,19,25,15
'080878B0100',8,17,25,43,0,1,6,1,50,32,11,12,19,34,11,5,13,1,0,29,29,25
'080878C0100',8,17,20,35,0,3,6,3,56,15,19,9,14,36,19,2,9,3,0,30,30,22
'080880B0100',8,17,16,26,0,2,4,2,52,26,14,8,22,27,9,3,6,2,1,24,18,20
'080880C0100',8,17,20,32,0,1,7,4,43,20,14,8,29,19,9,2,8,4,0,27,20,17
'080880C0200',8,17,22,44,2,2,5,3,38,25,10,11,19,37,18,3,8,0,0,25,10,16
'080884B0100',8,17,19,44,0,1,6,1,43,25,16,13,14,37,17,5,3,2,0,25,21,21
'080884C0100',8,17,23,30,0,1,5,2,47,19,19,6,24,28,16,3,8,4,0,26,30,23
'080884C0200',8,17,23,34,0,0,9,3,53,28,16,5,22,30,19,1,3,4,0,20,22,18
'080884C0300',8,17,28,40,0,2,4,2,49,27,20,10,24,29,11,4,11,3,0,14,22,24
'080884E0100',8,17,27,34,2,3,7,2,61,19,13,12,17,36,21,4,5,2,0,23,23,20
'080884E0101',8,17,13,46,0,3,5,2,73,24,14,3,15,36,12,5,4,3,2,22,27,20
'080884E0102',8,17,16,39,0,0,3,1,51,16,18,8,16,36,22,3,5,3,0,17,27,21
'080884E0200',8,8,12,41,0,0,5,4,57,23,14,7,22,25,7,4,5,4,0,28,15,17
'080884E0201',8,8,22,38,0,1,7,2,45,20,14,11,7,28,10,4,5,1,0,26,22,21
'080884E0202',8,8,19,38,0,2,2,1,43,19,16,8,10,27,13,6,5,2,0,21,21,14
'080885B0100',8,17,31,34,0,2,5,3,59,23,15,11,18,31,12,7,10,1,0,28,30,20
'080885C0100',8,17,23,41,0,1,4,2,66,39,20,9,17,34,22,3,4,2,0,21,17,20
'080886B0100',8,6,9,18,1,0,5,1,22,9,4,5,7,10,7,3,3,2,0,6,11,5
'080887B0100',8,6,8,14,0,0,3,0,16,4,6,4,5,10,5,2,4,0,1,8,9,4
'080889B0100',8,15,24,49,0,1,7,4,69,30,13,11,22,26,23,6,6,2,0,29,24,24
'080889C0100',8,6,21,31,0,0,2,3,36,21,16,10,22,33,9,8,5,1,0,15,10,17
'080890B0100',8,15,22,40,1,0,4,3,47,20,12,8,17,24,14,2,5,3,1,15,23,17
'080891B0100',8,6,9,36,0,1,7,0,31,20,13,4,9,18,4,3,2,1,0,9,7,17
'080893B0100',8,15,20,31,0,1,4,4,37,31,9,4,20,19,13,10,4,1,0,19,16,20
'080894B0100',8,15,17,50,1,1,6,3,69,23,10,9,8,23,15,6,4,1,0,22,24,23
'080894C0100',8,15,25,49,0,2,10,3,48,30,17,7,15,39,19,2,7,2,2,18,27,14
'080897B0100',8,15,19,38,1,2,4,3,49,20,14,12,18,32,12,2,4,5,1,25,27,17
'080897C0100',8,15,21,40,0,2,9,1,50,24,13,8,25,35,16,2,5,2,1,19,29,18
'080897E0100',8,15,13,36,0,1,4,4,47,20,11,12,19,30,9,4,9,0,0,16,26,20
'080897E0101',8,15,21,43,0,0,4,4,48,28,16,6,22,35,18,4,6,1,0,20,18,14
'080897E0102',8,15,20,41,0,2,6,4,46,25,6,11,14,20,13,6,9,2,0,23,19,22
'080898B0100',8,6,17,23,0,1,1,2,22,11,9,3,11,20,12,3,5,0,0,15,14,15
'080898C0100',8,6,14,27,0,0,2,2,35,13,9,3,10,13,8,2,5,1,0,17,17,19
'080899B0100',8,8,14,30,0,2,4,3,40,25,13,6,11,19,6,3,5,2,1,16,18,15
'080900B0100',8,8,9,4,0,0,3,1,18,9,0,5,3,11,3,0,3,1,0,5,4,4
'080900E0100',8,8,13,30,0,1,3,3,27,11,5,7,11,21,7,2,2,0,1,13,24,15
'080901B0100',8,8,7,19,0,1,3,0,27,8,9,3,12,12,4,1,2,1,0,8,10,11
'080902B0100',8,8,9,19,0,0,6,1,17,7,2,9,11,12,3,4,3,1,1,8,12,5
'080903B0100',8,8,20,29,0,0,2,5,36,11,14,4,8,17,7,3,3,3,0,14,7,12
'080904B0100',8,8,10,33,0,1,1,1,35,15,8,8,7,21,13,1,7,1,0,15,14,5
'080905B0100',8,8,9,25,0,0,3,0,23,16,7,7,15,27,10,3,6,1,0,11,12,15
'080905E0100',8,8,6,16,0,0,2,0,14,14,5,6,8,15,1,0,4,1,0,11,6,5
'080906B0100',8,6,21,17,0,0,5,1,43,19,9,4,15,16,7,1,2,1,0,23,14,15
'080906C0100',8,6,14,21,0,1,5,3,27,17,7,8,11,19,6,2,5,1,0,14,13,14
'080908B0100',8,8,13,35,0,3,5,4,31,16,11,8,13,19,8,3,4,3,0,12,13,8
'080909B0100',8,8,17,22,0,0,4,5,36,22,10,3,10,13,8,3,3,0,0,13,16,11
'080909C0100',8,8,14,18,0,2,3,4,33,21,17,4,11,20,9,3,5,1,0,24,11,12
'080910B0100',8,17,21,42,0,1,4,2,40,26,25,8,14,34,13,5,7,0,0,14,19,21
'080912B0100',8,16,20,32,0,1,6,7,56,22,17,4,28,38,21,5,3,2,0,28,23,27
'080912C0100',8,16,25,42,1,1,8,1,60,21,17,4,16,38,13,2,7,2,0,24,25,33
'080913B0100',8,7,13,11,0,1,5,2,33,13,13,12,13,19,7,1,1,1,1,9,9,10
'080913E0100',8,7,4,8,0,1,0,0,8,6,4,1,2,4,4,0,0,3,1,6,4,5
'080914B0100',8,7,16,35,0,1,5,2,41,25,20,8,12,20,11,2,3,3,0,14,11,15
'080914E0100',8,7,2,6,0,0,3,1,9,2,5,0,4,6,2,0,0,1,0,3,3,4
'080914E0200',8,7,9,23,0,1,2,1,20,16,3,2,8,12,2,3,2,0,1,7,6,8
'080914E0300',8,7,12,26,0,0,5,4,31,17,9,5,15,22,6,2,5,2,0,12,13,25
'080915B0100',8,7,8,20,0,0,1,1,17,7,8,1,7,10,11,1,5,0,0,6,11,7
'080916B0100',8,7,0,3,0,0,0,0,9,1,3,1,5,7,1,1,0,0,0,2,1,6
'080916E0100',8,7,1,2,0,0,1,0,4,4,1,0,2,5,0,1,0,0,0,2,2,3
'080917B0100',8,7,20,24,0,1,4,2,28,11,10,4,7,20,3,1,0,2,0,18,7,13
'080918B0100',8,7,3,12,0,0,0,1,13,6,4,2,2,8,5,1,3,1,0,8,7,7
'080918E0100',8,7,3,2,0,0,1,0,11,4,2,2,2,6,1,1,0,0,0,2,0,1
'080919B0100',8,7,12,38,1,1,9,1,37,17,14,6,20,26,10,2,6,1,0,15,17,16
'080919E0100',8,7,2,5,0,0,3,0,6,4,4,2,3,4,2,1,0,1,0,3,4,5
'080921B0100',8,5,19,27,0,1,3,1,35,13,10,5,8,23,10,1,4,1,0,16,19,11
'080921C0100',8,5,12,36,0,1,2,1,24,22,9,7,16,22,12,0,3,1,0,10,18,8
'080922B0100',8,5,12,19,0,0,4,3,40,16,7,8,10,21,7,5,7,3,1,13,16,19
'080922C0100',8,5,18,24,0,0,3,4,38,17,14,7,12,13,14,1,5,2,0,10,11,19
'080923B0100',8,14,18,34,0,1,4,1,62,16,11,9,23,27,16,4,7,1,0,23,18,18
'080923C0100',8,14,19,41,0,3,8,3,51,28,14,11,17,25,10,4,5,3,0,21,23,18
'080923C0200',8,14,27,39,0,1,4,2,48,18,19,8,11,30,6,4,5,2,0,15,26,23
'080924B0100',8,14,20,36,0,1,3,4,40,18,14,11,17,34,9,5,6,3,0,15,18,13
'080925B0100',8,14,21,67,1,1,5,2,67,25,19,13,19,32,16,2,6,3,0,16,20,27
'080926B0100',8,14,19,32,0,0,2,4,46,31,13,14,27,25,11,4,4,1,0,20,12,17
'080927B0100',8,5,16,24,0,1,4,2,35,19,7,7,11,23,13,4,6,4,0,13,9,13
'080927C0100',8,5,20,30,1,0,2,1,33,13,8,5,12,23,9,2,1,1,0,17,9,14
'080928B0100',8,5,16,32,0,1,5,3,25,19,9,3,17,25,8,0,8,3,1,20,18,20
'080929B0100',8,14,28,37,0,1,6,0,46,26,5,7,18,25,18,7,5,3,2,17,24,32
'080930B0100',8,14,15,40,0,3,5,4,39,21,13,7,21,35,18,3,6,2,0,20,22,21
'080931B0100',8,5,15,26,1,0,3,0,27,23,10,4,10,19,7,4,3,3,1,13,13,14
'080932B0100',8,14,27,39,1,3,7,0,63,23,9,10,14,31,23,4,7,0,2,13,20,12
'080933B0100',8,14,20,53,0,1,7,4,53,21,12,9,14,36,18,6,13,0,0,17,22,25
'080934B0100',8,5,18,32,1,0,4,4,42,16,13,12,14,22,10,2,5,3,0,11,15,11
'080935B0100',8,5,15,28,0,0,4,6,47,25,13,6,14,24,13,7,6,3,0,20,16,10
'080936B0100',8,5,10,22,0,0,4,1,31,18,8,6,13,25,7,1,2,2,0,8,16,12
'080937B0100',8,5,21,31,0,1,6,1,40,14,13,6,15,25,7,4,3,3,0,16,15,11
'080938B0100',8,5,10,16,0,0,3,1,33,10,8,4,13,11,11,2,3,0,0,11,16,10
'080939B0100',8,5,18,33,0,0,6,0,50,25,11,2,14,22,8,2,7,1,1,19,15,17
'080940B0100',8,5,10,24,0,1,7,0,34,19,9,2,13,16,10,0,7,0,0,12,15,12
'080941B0100',8,5,21,18,0,1,4,2,44,23,10,3,14,26,12,4,8,2,0,22,18,14
'080942B0100',8,5,10,27,0,1,3,1,29,17,9,3,14,21,10,1,3,0,1,11,9,10
'080943B0100',8,5,12,26,0,1,0,2,30,10,7,4,8,11,4,6,2,1,0,10,13,9
'080944B0100',8,14,18,32,0,2,15,3,63,21,24,9,28,36,14,7,7,4,0,24,37,22
'080944C0100',8,14,24,50,0,1,10,3,57,33,24,12,18,32,18,5,9,2,0,20,32,29
'080944C0200',8,14,25,37,0,0,5,1,72,32,14,11,20,35,19,3,6,6,1,23,22,30
'080944C0300',8,14,29,33,0,4,3,4,58,33,12,9,18,40,16,5,4,3,0,23,28,25
'080944C0400',8,14,16,51,0,2,7,4,56,25,17,13,19,35,12,3,8,3,2,14,24,19
'080945B0100',8,14,21,54,1,3,6,2,66,33,17,14,24,30,14,5,6,2,4,21,27,23
'080945C0100',8,14,23,38,0,2,3,3,40,34,19,12,23,40,22,1,6,3,0,28,27,26
'080945C0200',8,14,25,41,1,1,11,1,49,29,17,11,26,46,19,7,9,4,1,22,24,24
'080946B0100',8,14,15,37,0,2,8,1,45,19,13,5,19,28,14,2,7,1,0,24,16,18
'080946C0100',8,14,22,42,0,1,4,5,42,21,18,8,23,30,14,2,5,3,0,32,14,14
'080946C0200',8,14,14,45,1,0,5,3,39,12,14,4,22,20,7,4,4,4,0,27,26,21
'080947B0100',8,14,18,35,0,0,6,4,43,17,24,13,16,27,15,7,4,0,1,18,16,22
'080948B0100',8,5,14,25,0,1,2,2,26,17,9,7,18,22,10,1,2,4,0,11,13,13
'080949B0100',8,5,10,27,0,2,6,4,36,5,7,4,7,25,12,2,3,0,0,19,15,19
'080950B0100',8,5,18,30,2,1,5,1,46,14,8,11,14,22,9,2,3,2,0,16,15,24
'080951B0100',8,5,20,32,0,2,9,1,44,17,13,5,18,18,6,4,4,0,1,12,11,11
'080952B0100',8,5,10,27,0,1,4,2,26,12,6,6,16,15,10,1,1,0,0,13,13,17
'080952C0100',8,5,19,12,0,3,6,0,34,12,4,4,14,23,8,3,3,1,0,10,14,17
'080953B0100',8,14,17,35,1,1,2,0,47,32,12,7,13,28,16,4,7,1,0,21,20,11
'080953C0100',8,14,16,42,2,0,6,2,60,28,8,8,17,33,14,3,8,5,0,18,15,16
'080954B0100',8,14,20,35,0,1,8,1,53,27,12,8,20,36,12,1,4,5,0,19,23,22
'080955B0100',8,5,12,24,0,0,2,1,39,22,4,3,18,18,6,3,4,1,0,23,15,17
'080956B0100',8,14,17,42,1,2,2,2,55,26,18,8,18,38,17,5,8,7,0,23,32,24
'080956C0100',8,14,16,33,0,3,6,3,60,22,16,12,26,40,10,2,7,1,0,27,30,21
'080956C0200',8,14,20,48,0,2,8,4,56,25,14,14,23,30,13,4,4,3,0,25,16,17
'080956C0300',8,14,15,52,0,3,8,3,66,22,17,3,18,35,12,10,5,2,0,26,10,22
'080957B0100',8,5,11,23,0,0,1,2,37,11,3,6,12,15,12,3,5,1,2,17,9,18
'080957C0100',8,5,13,24,1,1,3,1,32,12,11,7,10,20,7,0,3,0,2,15,9,13
'080957S0100',8,5,38,100,1,3,10,8,94,51,22,17,31,59,28,11,10,3,0,38,33,33
'080958B0100',8,5,18,40,0,0,7,0,32,19,9,4,11,19,6,2,1,2,1,9,11,12
'080958C0100',8,5,14,25,0,2,7,3,37,11,12,7,10,18,9,5,4,0,0,14,15,18
'080959B0100',8,14,22,40,0,3,7,4,61,26,12,14,16,39,16,2,2,7,2,22,27,27
'080959S0100',8,5,32,74,0,3,11,2,95,44,31,21,42,64,28,7,7,3,1,40,40,37
'080960B0100',8,14,28,48,0,0,9,4,50,27,25,15,12,39,16,3,11,1,0,22,27,24
'080961B0100',8,5,27,35,0,5,4,1,37,20,14,5,10,25,13,1,10,2,0,15,14,23
'080962B0100',8,14,11,43,0,4,3,2,74,27,18,11,17,35,20,5,12,2,1,26,25,26
'080963B0100',8,14,26,40,0,1,7,1,57,20,10,2,16,27,15,5,10,2,0,29,28,25
'080963C0100',8,14,25,32,0,0,5,3,60,30,8,18,18,37,22,3,11,3,0,14,23,18
'080963C0200',8,14,22,36,1,1,9,3,49,23,18,6,13,43,10,4,2,3,1,14,19,17
'080963C0300',8,14,18,47,0,1,4,1,41,35,15,7,23,13,14,4,7,1,1,24,15,27
'080964B0100',8,5,13,25,0,0,1,2,27,25,13,7,13,18,13,2,5,2,0,16,12,14
'080965B0100',8,14,17,48,0,1,6,1,52,32,13,7,19,27,12,2,7,1,0,17,24,21
'080966B0100',8,14,23,39,0,1,9,0,57,27,19,9,19,41,8,6,6,3,1,17,23,28
'080966C0100',8,14,24,44,0,3,5,2,53,23,13,7,25,41,12,5,9,4,1,14,18,26
'080966C0200',8,14,17,44,0,4,5,3,67,30,20,9,25,32,15,5,7,0,0,28,19,19
'080966C0300',8,14,28,44,2,1,5,6,52,29,16,4,26,34,15,4,7,2,2,15,26,22
'080967B0100',8,14,23,44,0,1,8,5,51,34,23,9,32,36,14,2,8,1,1,28,22,22
'080968B0100',8,14,18,51,0,1,6,2,50,21,23,11,22,37,13,5,3,4,1,20,21,31
'080969B0100',8,5,19,27,0,0,4,8,28,23,11,5,14,22,14,4,3,2,1,17,12,14
'080969C0100',8,5,18,33,0,1,2,1,46,19,14,5,13,28,13,3,7,1,1,9,14,11
'080970B0100',8,14,18,54,1,0,4,1,68,25,20,15,12,32,17,1,6,1,1,21,19,14
'080971B0100',8,5,15,38,0,1,3,1,29,21,9,5,14,26,6,2,4,2,0,11,16,19
'080971C0100',8,5,13,26,0,0,4,0,42,16,10,5,14,26,11,1,0,0,0,13,21,16
'080973B0100',8,5,13,29,0,1,5,2,44,16,7,7,9,18,12,6,4,0,1,16,13,17
'080973C0100',8,5,16,22,1,1,2,4,43,18,7,8,19,20,17,3,4,3,0,16,18,19
'080974B0100',8,14,25,51,0,2,7,3,69,30,21,9,27,42,22,9,11,6,1,16,22,24
'080975B0100',8,5,19,31,0,2,4,3,47,18,14,6,20,28,15,8,7,1,1,15,23,21
'080976B0100',8,5,16,23,0,0,6,4,40,25,12,8,17,31,11,2,7,2,0,18,22,13
'080977B0100',8,5,11,16,0,0,3,3,24,20,9,12,12,20,7,5,2,0,0,9,12,15
'080977C0100',8,5,12,19,0,0,6,4,33,22,7,4,11,11,8,4,3,2,0,12,18,17
'080978B0100',8,14,20,37,0,3,3,3,48,21,19,6,27,26,6,14,6,1,1,14,16,19
'080979B0100',8,14,16,36,0,0,6,4,50,28,14,7,15,32,14,3,6,2,0,16,26,12
'080980B0100',8,14,24,39,0,0,10,1,50,18,10,9,17,31,8,4,5,1,0,19,16,21
'080981B0100',8,14,25,49,0,2,7,3,57,27,20,9,22,29,13,4,5,1,1,24,25,29
'080982B0100',8,5,16,22,0,1,13,3,38,19,12,13,21,22,11,3,6,2,1,16,20,21
'080983B0100',8,14,21,36,0,3,7,4,49,21,18,9,19,33,16,4,9,2,1,18,20,16
'080983C0100',8,14,16,41,1,1,7,0,51,21,17,9,18,29,14,5,7,5,0,26,25,22
'080983C0200',8,14,22,43,0,0,5,1,56,25,12,7,16,37,14,3,5,3,0,20,15,18
'080983C0300',8,14,30,45,0,3,3,2,42,20,20,11,13,27,10,5,6,4,0,26,21,18
'080984B0100',8,14,31,52,1,1,10,5,63,41,28,15,21,40,22,3,7,1,1,22,20,27
'080984C0100',8,14,24,44,0,0,7,0,56,33,20,10,21,50,13,3,6,4,1,27,38,20
'080984C0200',8,14,24,49,1,1,4,3,69,22,15,16,29,40,16,5,6,1,0,31,20,27
'080984C0300',8,14,26,33,0,2,7,2,65,33,19,8,22,41,18,5,4,4,0,27,24,25
'080985B0100',8,14,13,42,0,1,2,2,41,23,14,11,13,28,10,7,6,2,0,19,24,20
'080986B0100',8,5,10,28,0,2,6,0,31,13,6,8,14,19,5,2,6,0,0,19,16,18
'080987B0100',8,14,23,31,0,3,8,1,68,30,13,10,27,39,23,3,7,3,0,19,18,28
'080988B0100',8,14,19,40,1,1,7,4,48,32,13,3,21,32,12,6,7,1,1,29,33,16
'080989B0100',8,5,17,23,0,2,6,2,36,9,10,8,13,20,11,4,8,2,0,8,18,12
'080989C0100',8,5,17,27,0,0,0,2,37,24,9,8,9,13,7,4,4,0,0,12,15,17
'080990B0100',8,14,21,46,0,3,10,0,52,28,10,8,19,41,15,8,9,2,0,27,30,21
'080991B0100',8,14,30,38,0,1,6,3,58,27,17,15,21,28,11,4,7,1,1,22,30,22
'080991C0100',8,14,28,44,0,2,7,6,72,19,14,9,17,36,17,1,15,1,0,18,21,22
'080991C0200',8,14,24,39,0,1,4,2,57,39,15,5,18,49,13,4,8,3,0,22,40,19
'080991C0300',8,14,25,48,0,1,8,0,73,28,19,13,17,39,13,1,5,1,0,20,23,26
'080991C0400',8,14,33,36,1,3,5,2,55,32,14,12,19,36,18,8,8,3,0,25,32,24
'080991C0500',8,14,23,42,0,3,5,4,51,21,14,12,22,45,10,6,7,5,2,28,29,35
'080991C0600',8,14,27,48,1,0,4,1,66,30,19,13,19,26,17,5,7,4,1,26,18,35
'080991C0700',8,14,29,61,0,4,4,4,64,19,28,4,20,32,21,9,10,4,0,19,35,25
'080991E0100',8,14,14,36,0,4,9,0,59,29,16,8,16,33,18,3,12,1,0,14,22,17
'080991E0101',8,14,23,55,0,4,8,1,47,21,17,12,20,40,9,4,6,3,1,20,17,24
'080991E0102',8,14,27,41,0,3,5,4,55,20,15,8,24,32,13,3,4,3,1,26,29,20
'080991E0103',8,14,17,35,0,1,10,0,60,18,21,11,17,35,15,0,5,3,0,24,20,18
'080991E0104',8,14,24,42,0,2,6,3,47,30,16,13,17,36,18,7,6,2,0,19,18,15
'080992B0100',8,14,27,24,0,2,4,2,49,24,12,4,20,29,18,2,3,3,0,22,22,17
'080992C0100',8,14,19,29,1,2,2,1,48,25,10,10,18,22,13,2,11,2,0,14,25,11
'080993B0100',8,5,12,23,0,0,2,2,35,17,8,3,13,19,9,3,4,0,0,11,11,6
'080993C0100',8,5,12,24,0,0,4,1,37,15,12,3,10,20,8,1,4,2,1,9,11,12
'080994B0100',8,5,12,21,1,1,3,1,38,16,16,7,8,9,4,1,7,0,0,19,21,18
'080994C0100',8,5,14,30,0,0,2,2,24,12,8,2,8,20,4,5,6,1,0,18,12,13
'080995B0100',8,5,12,21,0,2,3,2,38,17,15,6,8,17,9,2,5,3,1,12,11,12
'080995C0100',8,5,17,22,0,0,1,3,35,30,7,8,11,21,7,2,4,1,0,13,17,17
'080996B0100',8,14,31,38,1,1,7,3,59,25,14,8,27,47,17,3,7,2,1,21,23,15
'080996C0100',8,14,24,41,1,2,10,5,53,21,20,14,26,45,11,3,9,3,0,20,18,28
'080997B0100',8,14,23,43,0,1,7,5,55,32,17,15,24,40,14,1,4,3,1,33,33,20
'080998B0100',8,5,8,15,0,1,1,2,31,11,6,9,11,18,8,4,5,2,0,10,14,10
'080998E0100',8,5,15,26,0,0,7,1,34,20,10,6,10,20,6,4,6,0,0,13,15,11
'080998E0101',8,5,20,20,0,1,8,2,38,20,11,7,15,28,11,3,3,2,1,12,14,14
'080999B0100',8,5,21,33,0,1,4,2,37,25,11,9,11,34,9,2,3,1,0,17,17,14
'081000B0100',8,14,20,44,0,0,9,2,40,28,14,6,13,28,12,6,6,2,1,22,18,21
'081000C0100',8,14,18,40,0,2,5,8,42,21,14,8,17,27,13,4,4,1,0,23,17,21
'081001B0100',8,14,17,33,0,3,6,2,49,24,8,9,20,38,16,4,9,2,1,16,29,18
'081001C0100',8,14,15,46,0,1,7,3,67,27,8,10,18,34,18,4,7,0,1,22,23,22
'081001C0200',8,14,19,37,0,1,10,5,70,16,14,9,17,29,26,5,5,3,0,20,25,21
'081001C0300',8,14,23,43,0,1,7,1,51,24,18,10,20,32,13,4,8,4,1,20,15,21
'081001C0400',8,14,20,52,0,1,10,5,49,26,17,8,23,28,15,3,2,3,0,19,19,23
'081001E0100',8,14,19,41,0,4,3,5,48,26,15,9,17,35,19,6,4,0,0,29,31,26
'081002B0100',8,14,15,28,0,3,5,1,48,25,11,5,10,29,16,2,3,2,0,25,11,19
'081002C0100',8,5,17,40,1,0,7,4,37,17,12,5,21,26,8,4,5,2,0,25,22,15
'081002C0200',8,5,18,29,0,1,7,3,46,23,13,9,25,36,8,1,7,2,0,18,19,20
'081003B0100',8,5,12,33,0,1,3,1,32,21,14,7,20,30,13,2,7,3,0,17,19,20
'081004B0100',8,14,23,35,0,2,3,4,50,20,15,9,20,21,12,0,7,4,0,22,17,11
'081005B0100',8,5,10,29,0,1,3,1,35,20,8,8,9,26,10,4,3,1,0,8,20,11
'081006B0100',8,14,21,45,0,3,6,3,57,32,13,12,12,43,19,3,7,2,1,18,25,21
'081006C0100',8,14,25,41,0,4,9,0,54,30,18,7,16,31,22,3,6,2,1,18,24,27
'081006C0200',8,14,21,37,0,1,4,6,51,32,12,13,19,35,14,2,12,2,2,18,25,14
'081006C0300',8,14,20,42,1,1,7,2,50,27,19,10,22,29,16,7,5,1,0,24,27,23
'081006C0400',8,14,29,55,0,1,7,1,49,36,19,7,24,26,9,1,9,4,0,20,25,13
'081006C0500',8,14,20,36,0,2,2,5,63,21,16,10,31,31,12,0,4,2,0,21,21,31
'081006E0100',8,14,19,38,0,0,4,0,42,32,14,10,13,28,11,2,4,1,0,22,31,18
'081006E0101',8,14,29,37,0,0,8,2,32,21,15,7,10,27,20,2,11,1,0,16,12,27
'081006E0102',8,14,22,43,0,0,6,3,45,16,14,6,14,23,12,2,7,3,0,17,16,23
'081007B0100',8,5,22,31,1,0,2,3,56,15,14,4,10,24,12,4,8,4,0,19,22,14
'081008B0100',8,5,17,20,0,0,0,2,41,15,7,7,13,13,8,0,2,0,0,16,22,16
'081008C0100',8,5,17,29,0,2,4,4,36,16,9,4,15,26,9,8,3,1,0,15,13,17
'081009B0100',8,5,12,24,0,1,2,0,30,12,7,6,13,22,5,2,1,0,0,7,8,7
'081010B0100',8,5,5,18,0,1,2,0,19,12,1,4,10,17,3,2,3,1,0,11,9,12
'081011B0100',8,5,13,23,1,0,3,2,38,12,19,7,11,24,8,3,6,1,0,16,12,11
'081012B0100',8,5,3,10,0,0,3,1,16,10,4,3,7,15,7,3,0,2,0,7,7,4
'081013B0100',8,14,24,43,0,0,4,1,52,27,10,6,8,27,13,4,5,1,0,19,27,22
'081013C0100',8,14,19,36,0,2,4,4,38,21,10,9,21,30,15,8,7,3,0,17,16,22
'081013C0200',8,14,21,39,0,1,7,1,49,24,13,12,15,33,19,2,8,2,1,13,19,8
'081013C0300',8,14,14,34,0,2,3,1,34,20,20,9,12,32,14,1,9,2,0,23,18,10
'081014B0100',8,14,20,36,1,1,6,3,48,29,15,10,25,22,12,4,14,3,0,19,21,20
'081014C0100',8,14,18,42,0,0,3,3,57,25,13,9,8,31,15,2,7,2,0,21,17,23
'081014C0200',8,14,20,41,0,1,4,1,52,26,14,7,21,32,12,0,6,2,3,14,20,20
'081015B0100',8,5,18,26,0,0,5,3,19,16,7,9,12,24,5,1,6,0,2,15,16,13
'081015C0100',8,5,15,20,0,1,5,1,46,15,12,10,8,22,12,4,7,3,0,20,20,13
'081016B0100',8,5,16,42,0,0,2,4,32,14,9,7,16,25,11,3,3,0,0,15,24,15
'081017B0100',8,5,10,18,0,1,6,2,17,8,6,3,11,12,4,2,1,1,0,4,8,9
