CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,MORENA,PT_MORENA,PVEM,MC,PES,RSP,FPM,CI1,CI2,CI3,CNR,NULOS
'160690C0100',16,19,25,8,7,14,18,20,11,18,10,30,20,26,10,3,19,2,46,16,2,9
'160691B0100',16,7,16,5,7,15,10,21,9,22,4,26,17,26,10,0,17,2,39,11,0,2
'160691C0100',16,7,18,10,6,18,12,17,7,22,14,22,10,25,8,1,16,1,32,9,1,3
'160692B0100',16,19,23,11,8,22,15,27,10,23,7,38,28,31,17,1,37,1,64,16,2,6
'160692C0100',16,19,28,10,8,20,20,39,7,25,5,31,22,29,14,1,21,2,53,19,0,5
'160693B0100',16,7,13,9,10,18,16,21,5,17,10,23,31,25,9,1,22,3,43,19,0,3
'160693C0100',16,7,21,8,3,14,15,23,9,13,11,24,23,20,13,0,12,2,58,15,1,4
'160694B0100',16,19,25,15,7,22,10,29,9,15,9,35,28,28,11,1,13,2,53,22,1,4
'160695B0100',16,19,24,17,4,20,13,42,13,15,8,28,24,34,8,1,17,3,38,20,0,4
'160695C0100',16,19,28,9,10,17,15,21,12,21,10,32,19,27,22,1,15,3,49,23,0,7
'160696B0100',16,19,28,4,4,18,12,21,9,24,11,22,25,29,15,0,24,1,49,16,0,3
'160696C0100',16,19,33,10,13,19,19,21,9,19,5,26,16,24,10,1,12,0,54,9,0,2
'160697B0100',16,19,22,7,7,13,12,18,8,23,3,20,16,32,12,1,15,1,48,15,0,4
'160697C0100',16,19,20,14,5,25,9,27,12,19,8,24,21,24,12,1,21,1,41,15,1,6
'160698B0100',16,7,22,9,6,19,14,20,7,22,5,16,29,24,9,0,17,1,45,21,0,6
'160698C0100',16,7,22,3,11,22,17,19,8,17,6,23,24,22,11,1,13,0,50,11,0,3
'160698E0100',16,19,32,1,5,18,16,26,7,32,7,26,22,28,14,2,32,3,43,18,0,5
'160698E0101',16,19,22,13,5,24,16,18,13,22,12,22,29,21,14,3,24,1,64,20,1,3
'160699B0100',16,7,16,15,7,13,13,15,3,20,4,28,16,12,6,1,15,1,29,18,1,3
'160699C0100',16,7,24,7,5,17,10,18,6,16,4,19,26,20,11,0,11,0,44,10,0,3
'160700B0100',16,19,24,5,4,23,15,16,6,22,9,33,23,21,10,0,24,3,45,17,0,0
'160700C0100',16,19,17,4,5,18,14,23,9,27,7,21,23,30,14,2,19,0,39,14,0,9
'160701B0100',16,19,24,8,4,24,22,19,11,32,9,25,29,32,14,0,27,3,66,26,0,9
'160701C0100',16,19,32,16,10,26,25,27,12,29,10,22,22,26,10,2,29,1,56,14,0,3
'160701C0200',16,19,28,6,11,21,25,29,16,23,8,29,37,27,6,2,20,5,58,13,0,4
'160701C0300',16,19,29,17,7,32,20,21,15,21,14,32,28,27,8,2,24,2,49,20,2,5
'160701C0400',16,19,27,9,8,33,9,23,8,24,10,34,37,32,15,0,19,3,42,24,0,9
'160701C0500',16,19,27,5,13,34,21,33,17,23,9,34,32,18,18,1,29,4,59,15,3,9
'160702B0100',16,7,29,7,5,17,17,26,7,17,5,28,18,26,5,2,14,0,41,11,0,6
'160702C0100',16,7,18,9,3,19,16,24,5,25,8,23,19,28,9,0,15,0,40,14,0,5
'160703B0100',16,19,32,8,8,26,23,28,9,20,10,27,31,37,14,0,22,4,42,16,0,7
'160703C0100',16,19,23,11,16,18,18,29,15,18,16,29,23,23,13,2,19,2,55,16,1,7
'160703C0200',16,19,30,4,11,24,19,27,7,26,11,31,32,29,10,2,21,3,65,22,0,4
'160703C0300',16,19,36,13,6,29,6,31,12,18,14,28,29,31,12,1,16,4,52,17,1,7
'160703C0400',16,19,27,10,13,36,18,26,13,22,8,35,24,28,12,0,31,2,60,18,1,3
'160703C0500',16,19,33,10,6,19,14,24,11,22,5,22,33,36,10,1,26,4,44,21,0,7
'160703C0600',16,19,21,11,7,21,19,31,10,23,7,25,30,24,9,3,20,1,66,16,1,4
'160703C0700',16,19,30,15,5,25,13,15,9,25,9,27,35,35,11,0,11,4,48,25,0,3
'160703C0800',16,19,19,19,7,22,22,32,8,28,13,42,23,26,14,2,18,4,48,30,0,4
'160704B0100',16,7,23,9,7,19,13,20,2,19,9,26,20,21,6,0,15,3,50,10,0,4
'160704C0100',16,7,26,9,10,20,13,18,8,23,6,18,27,23,4,2,17,0,36,11,1,6
'160705B0100',16,19,22,15,7,27,20,28,6,15,7,25,26,28,11,0,14,3,52,14,1,3
'160705C0100',16,19,21,10,6,13,15,33,12,18,8,29,26,27,15,1,18,3,44,15,0,5
'160706B0100',16,19,28,8,6,18,16,17,6,20,7,19,30,27,8,0,9,1,57,16,1,3
'160706C0100',16,19,22,6,11,24,12,29,8,23,7,37,14,32,7,0,14,2,41,18,0,5
'160707B0100',16,19,33,7,10,21,11,23,9,23,10,30,24,27,13,0,18,4,59,13,1,4
'160707C0100',16,19,23,16,7,33,11,22,10,18,14,32,23,32,9,0,20,2,59,16,0,10
'160707C0200',16,19,28,14,5,20,21,20,8,25,4,32,19,39,10,2,28,3,53,25,0,4
'160707C0300',16,19,29,9,12,21,17,21,10,19,9,32,21,33,13,0,20,1,47,21,0,5
'160707C0400',16,19,14,4,9,24,12,28,8,15,14,28,33,27,12,3,26,0,53,21,2,7
'160707C0500',16,19,21,8,12,24,22,28,11,22,8,32,20,22,11,2,14,2,54,20,1,8
'160708B0100',16,19,26,9,8,29,14,33,11,20,8,30,27,34,13,0,18,2,42,15,3,5
'160708C0100',16,19,23,11,4,25,21,13,15,25,16,19,32,19,10,2,22,6,43,14,0,6
'160708C0200',16,19,18,10,9,19,18,30,10,14,6,23,18,32,12,1,20,3,67,15,1,6
'160708C0300',16,19,24,6,8,19,20,21,12,24,9,28,22,31,7,1,20,2,61,20,0,1
'160708C0400',16,19,24,5,9,24,14,15,9,23,8,31,23,18,12,2,17,1,59,20,0,3
'160708C0500',16,19,17,9,9,19,27,21,12,25,7,34,12,28,9,1,29,2,42,11,0,8
'160709B0100',16,19,28,9,4,26,10,31,13,23,10,21,28,31,13,2,24,2,60,20,0,4
'160709C0100',16,19,24,13,8,20,17,25,13,27,5,35,42,37,7,0,27,5,59,19,1,3
'160709C0200',16,19,25,10,9,22,9,25,4,24,6,33,28,35,16,3,27,4,65,23,0,5
'160709C0300',16,19,21,3,4,33,21,22,12,29,11,37,24,25,15,0,18,3,56,26,0,3
'160709C0400',16,19,22,16,12,26,14,24,6,31,9,39,23,30,11,1,13,1,64,22,0,7
'160709C0500',16,19,23,11,9,26,23,29,7,25,8,26,30,31,12,2,31,0,53,19,0,4
'160710B0100',16,19,31,11,5,38,21,25,12,21,12,24,23,23,18,0,27,2,48,17,0,8
'160710C0100',16,19,22,14,7,30,18,37,6,29,13,20,24,36,9,0,19,2,62,11,0,10
'160711B0100',16,19,31,8,6,34,14,23,7,29,16,31,30,37,12,1,23,1,63,17,1,7
'160711C0100',16,19,22,5,8,24,14,26,9,24,5,35,31,39,15,4,31,0,51,19,1,6
'160712B0100',16,14,27,7,6,29,11,21,10,23,6,23,27,26,11,2,24,1,47,8,0,6
'160712C0100',16,14,21,11,9,21,14,32,10,25,7,24,12,30,9,2,9,3,45,9,0,5
'160713B0100',16,2,14,6,2,12,12,18,6,11,4,18,13,20,12,1,11,2,41,8,0,2
'160713C0100',16,2,20,4,4,12,11,16,2,11,5,14,15,16,6,0,9,1,29,5,0,3
'160714B0100',16,2,22,6,7,23,16,15,6,14,11,22,23,22,3,0,17,1,36,17,0,4
'160714C0100',16,2,17,4,8,14,10,19,8,13,5,19,25,32,7,2,12,2,40,16,0,1
'160714C0200',16,2,19,9,6,19,6,22,6,25,6,17,21,25,13,1,16,1,44,13,0,3
'160715B0100',16,2,24,7,7,13,16,17,6,20,7,26,16,24,4,3,12,1,39,12,1,6
'160715C0100',16,2,21,6,3,21,15,27,5,17,3,14,18,32,14,2,21,2,55,13,0,5
'160716B0100',16,2,13,9,6,28,13,24,10,18,6,21,20,31,15,1,10,4,52,5,0,7
'160716C0100',16,2,24,7,7,24,13,10,11,19,12,26,25,27,14,2,27,0,41,21,0,7
'160717B0100',16,2,17,15,8,14,12,23,5,23,7,18,15,16,3,0,16,0,41,8,0,4
'160717C0100',16,2,21,7,7,18,18,14,7,11,4,14,16,23,5,2,15,2,37,16,0,5
'160718B0100',16,14,18,12,12,24,23,19,11,30,11,23,24,33,12,1,21,0,52,18,0,7
'160719B0100',16,2,17,5,5,15,12,18,7,17,4,19,19,21,6,1,17,3,33,9,0,0
'160719C0100',16,2,12,9,3,17,10,12,4,13,4,21,22,13,10,1,13,1,37,11,0,1
'160720B0100',16,2,11,8,3,14,14,20,7,17,7,17,23,15,9,0,19,2,38,14,0,4
'160721B0100',16,14,18,7,9,17,11,19,10,22,8,19,17,32,10,2,16,2,44,17,0,6
'160722B0100',16,14,24,14,5,24,16,18,11,18,8,22,18,28,16,3,25,1,49,19,0,6
'160722C0100',16,14,32,10,1,22,16,23,6,25,9,24,20,33,9,1,20,1,64,17,0,7
'160723B0100',16,2,18,0,3,16,6,17,7,16,11,18,15,21,7,1,12,0,26,14,0,4
'160723C0100',16,2,19,8,7,16,9,15,2,12,3,6,16,21,9,0,9,1,38,12,0,2
'160724B0100',16,2,17,4,3,8,4,10,6,12,7,13,8,20,3,0,15,2,24,8,0,1
'160725B0100',16,2,13,3,9,14,15,13,6,10,3,17,14,19,5,1,5,0,27,10,0,2
'160726B0100',16,4,19,14,4,18,18,15,9,18,11,26,17,17,10,2,8,1,35,12,0,7
'160726C0100',16,4,22,4,4,20,14,10,6,16,9,14,18,16,4,1,20,0,42,7,0,4
'160727B0100',16,16,19,8,7,29,19,30,5,16,7,27,31,28,11,1,18,3,44,11,0,4
'160727C0100',16,16,24,3,7,31,24,21,8,14,13,24,23,25,17,4,20,2,44,12,0,7
'160727C0200',16,16,16,9,8,20,16,26,10,27,9,26,20,21,9,1,27,3,49,19,1,5
'160727C0300',16,16,22,7,4,17,22,19,11,24,5,29,29,30,9,2,21,4,47,14,0,6
'160728B0100',16,4,13,11,3,15,7,10,8,16,6,23,27,21,12,0,19,1,29,18,0,4
'160728C0100',16,4,14,6,4,21,8,18,9,13,6,14,25,21,14,1,21,6,29,13,0,4
'160728C0200',16,4,20,6,11,15,10,13,5,16,5,25,18,26,9,2,19,1,33,14,0,4
'160729B0100',16,4,20,12,3,9,12,22,7,13,9,17,20,26,9,1,15,4,44,16,2,2
'160729C0100',16,4,13,11,8,16,10,20,6,20,8,23,18,21,13,0,10,4,43,7,0,6
'160730B0100',16,16,23,8,13,22,14,31,13,27,10,37,34,18,14,0,24,1,51,15,0,6
'160731B0100',16,4,16,6,3,16,9,18,6,13,3,18,17,17,11,0,11,0,32,8,0,3
'160731C0100',16,4,14,9,5,11,5,19,5,13,9,21,12,28,10,0,10,4,30,8,0,3
'160732B0100',16,4,16,8,6,14,12,15,8,23,4,16,18,20,15,0,27,0,41,16,1,1
'160733B0100',16,4,23,9,9,18,3,18,9,22,11,26,18,27,7,1,20,6,43,15,0,2
'160733C0100',16,4,20,11,7,19,18,18,6,15,7,26,21,19,12,1,23,3,47,19,0,1
'160733C0200',16,4,23,9,8,16,13,19,10,15,9,24,19,29,6,0,18,0,42,16,2,6
'160734B0100',16,4,21,13,5,19,15,22,7,24,9,29,24,15,9,0,20,5,50,15,0,5
'160734C0100',16,4,17,6,7,18,19,22,9,17,9,22,27,25,10,0,31,0,44,22,1,7
'160735B0100',16,4,21,4,3,24,16,8,9,10,5,21,12,13,11,1,13,0,30,11,1,6
'160735C0100',16,4,16,5,6,17,10,11,9,19,4,21,10,16,13,2,15,3,28,13,0,3
'160736B0100',16,16,25,7,7,18,19,16,9,18,15,19,19,23,6,0,17,1,49,10,2,6
'160736C0100',16,16,18,12,7,21,14,18,5,21,10,18,20,18,16,0,21,2,44,22,0,4
'160737B0100',16,4,20,8,3,11,9,16,6,13,9,16,20,15,10,1,23,0,30,10,0,5
'160737C0100',16,4,13,5,4,12,13,15,5,9,6,21,14,21,9,0,17,1,35,19,0,2
'160738B0100',16,4,12,9,4,16,12,19,4,15,6,22,25,18,8,0,27,0,43,14,0,5
'160738C0100',16,4,24,6,5,18,9,14,12,15,7,14,21,33,10,1,10,1,35,14,0,5
'160738C0200',16,4,19,4,8,16,17,22,12,16,7,11,22,22,7,0,20,3,33,23,0,7
'160739B0100',16,4,16,7,2,19,15,23,5,17,7,22,16,17,8,0,11,3,41,8,0,5
'160739C0100',16,4,17,4,5,11,6,21,10,15,10,22,22,25,6,0,19,1,35,13,0,4
'160740B0100',16,16,21,15,9,27,27,34,15,20,2,30,27,22,17,1,21,3,43,20,0,5
'160741B0100',16,16,28,7,6,16,12,15,13,18,6,20,20,19,3,1,19,2,37,19,0,3
'160741C0100',16,16,15,6,9,22,11,20,11,18,6,25,26,35,9,5,23,2,44,15,1,4
'160742B0100',16,16,25,7,9,16,14,27,3,25,12,24,20,27,8,0,17,6,47,16,1,2
'160742C0100',16,16,13,12,9,16,20,33,3,20,12,29,22,31,11,1,21,2,52,13,1,7
'160742S0100',16,4,39,12,10,27,21,45,14,48,16,51,53,39,30,0,35,3,88,31,1,4
'160743B0100',16,4,17,5,5,22,16,18,6,19,6,21,21,24,10,1,21,2,49,17,1,3
'160743C0100',16,4,22,12,6,18,18,19,5,17,6,14,17,21,10,1,14,0,53,17,1,5
'160744B0100',16,16,24,5,2,12,14,24,16,15,10,33,24,25,6,2,21,1,51,20,0,5
'160744C0100',16,16,20,8,11,18,14,26,9,18,11,29,23,35,8,1,22,3,32,12,0,7
'160744C0200',16,16,17,9,6,21,25,20,7,18,8,23,26,26,8,0,14,0,58,8,1,3
'160744C0300',16,16,27,3,4,28,23,23,10,21,6,23,16,24,11,0,10,2,47,11,0,5
'160745B0100',16,4,8,4,6,10,11,17,5,10,7,29,12,19,9,0,18,0,28,12,0,4
'160745C0100',16,4,17,11,5,12,9,11,9,10,1,24,14,23,4,2,10,0,28,13,0,2
'160746B0100',16,4,25,7,7,10,18,16,12,20,6,18,25,21,8,1,18,1,41,13,0,0
'160746C0100',16,4,13,9,5,20,10,13,6,15,12,25,13,20,7,2,21,3,48,15,0,3
'160747B0100',16,4,14,3,7,10,10,11,3,15,6,11,9,17,8,1,13,2,30,16,0,6
'160747C0100',16,4,17,6,3,14,11,14,3,8,5,21,18,13,4,0,15,0,34,7,1,3
'160747E0100',16,4,14,12,8,21,12,20,7,17,10,29,20,16,13,1,15,1,51,17,0,2
'160748B0100',16,4,10,2,4,8,2,12,2,4,2,17,12,8,3,0,8,1,20,8,1,3
'160748E0100',16,4,8,1,2,2,4,9,1,6,2,8,4,7,1,0,10,0,10,3,0,1
'160749B0100',16,4,15,5,3,23,21,15,10,23,8,22,23,23,9,1,12,0,39,12,1,1
'160749C0100',16,4,13,11,6,19,9,20,3,15,8,22,22,29,13,2,14,0,38,9,0,7
'160750B0100',16,4,25,14,8,24,14,26,6,23,6,27,26,25,8,2,17,3,50,9,1,5
'160751B0100',16,4,26,7,8,16,21,13,5,13,6,20,18,25,9,0,11,3,33,19,0,4
'160751C0100',16,4,29,9,7,18,12,22,5,16,7,16,17,25,12,3,10,0,38,15,1,4
'160751C0200',16,4,16,8,11,13,15,18,9,14,10,25,15,26,8,0,20,2,46,13,0,3
'160752B0100',16,4,17,6,5,16,15,27,9,12,6,28,15,21,9,0,11,2,33,21,0,4
'160752C0100',16,4,18,5,4,18,13,20,6,17,11,30,19,22,7,1,13,0,41,15,0,5
'160752C0200',16,4,19,1,8,13,17,26,5,21,7,16,15,21,9,0,28,2,36,24,1,3
'160753B0100',16,4,9,2,5,6,3,3,0,11,1,3,4,5,3,0,6,1,11,5,0,3
'160754B0100',16,4,12,7,4,17,11,19,10,7,6,24,16,22,4,1,16,2,21,8,0,1
'160754E0100',16,4,11,3,2,7,7,12,5,10,2,12,8,11,10,0,11,1,31,7,0,3
'160755B0100',16,4,2,0,1,0,2,8,2,4,2,4,4,8,1,1,4,0,7,3,0,1
'160756B0100',16,14,27,9,8,13,22,17,5,22,10,31,27,32,7,0,32,1,38,15,0,5
'160756C0100',16,14,18,18,5,11,14,22,12,28,9,16,23,23,9,1,24,3,66,21,0,6
'160757B0100',16,2,15,8,3,13,5,16,6,11,4,14,18,11,4,2,11,1,32,11,0,3
'160757C0100',16,2,12,8,1,11,11,19,3,12,1,14,14,13,10,2,7,1,28,5,1,1
'160758B0100',16,14,24,10,9,33,27,26,11,31,13,13,27,36,9,1,26,1,51,20,1,2
'160758C0100',16,14,25,9,9,29,10,24,7,19,10,39,21,38,19,2,11,1,60,24,2,7
'160758C0200',16,14,27,9,11,22,16,26,9,22,8,36,28,39,11,0,19,0,59,17,2,4
'160759B0100',16,2,21,7,7,13,13,26,7,17,6,21,19,23,14,1,20,1,31,8,0,6
'160759C0100',16,2,20,6,5,20,13,16,6,23,8,14,13,14,7,0,16,2,46,17,0,4
'160760B0100',16,14,23,9,7,29,24,22,13,14,10,29,16,26,11,0,20,3,56,15,0,7
'160760C0100',16,14,16,9,6,23,22,24,9,17,7,26,22,30,16,0,18,2,39,19,0,3
'160760C0200',16,14,27,6,8,19,16,25,14,17,7,28,22,25,11,0,27,0,61,17,0,4
'160761B0100',16,14,17,11,2,22,12,34,13,23,8,32,19,35,11,0,31,2,47,18,2,2
'160761C0100',16,14,24,10,6,16,16,19,12,21,12,29,27,31,17,0,23,1,46,15,0,6
'160762B0100',16,14,26,17,5,19,22,18,3,17,5,34,21,26,16,0,25,1,61,13,0,1
'160762C0100',16,14,27,10,11,21,17,24,5,30,6,23,21,34,14,0,20,2,51,18,0,5
'160763B0100',16,2,14,4,8,15,11,10,1,16,1,17,16,16,10,1,15,1,36,11,0,3
'160763C0100',16,2,21,6,5,12,12,8,5,8,2,13,11,12,13,1,13,1,26,14,0,9
'160764B0100',16,2,18,7,3,15,12,22,8,22,4,23,21,20,10,0,18,1,37,10,0,5
'160764C0100',16,2,17,4,6,24,15,18,6,20,7,25,21,19,6,0,16,2,55,11,0,4
'160764C0200',16,2,22,10,7,21,12,19,7,13,2,18,16,33,13,0,22,1,36,14,0,4
'160765B0100',16,2,13,5,6,17,14,13,7,19,7,16,24,20,11,0,16,2,41,14,0,6
'160765C0100',16,2,21,9,4,17,13,17,4,19,7,22,20,20,8,1,15,2,46,14,0,5
'160766B0100',16,2,13,2,9,15,15,23,13,17,13,29,22,22,9,0,21,4,33,12,0,5
'160766C0100',16,2,21,12,10,17,14,23,7,18,7,28,23,15,8,2,26,0,46,20,0,2
'160767B0100',16,2,14,2,4,14,5,8,5,8,3,11,9,7,3,0,12,1,18,6,0,2
'160768B0100',16,2,11,4,6,10,19,25,9,13,9,17,11,25,8,1,13,1,28,12,0,4
'160769B0100',16,2,18,9,11,15,10,25,4,15,10,16,20,25,12,1,23,1,31,18,0,5
'160769C0100',16,2,31,6,6,16,17,13,5,21,7,14,19,32,8,1,12,3,30,23,1,4
'160770B0100',16,2,22,9,5,12,14,13,12,16,1,25,17,24,5,1,19,3,42,9,1,6
'160770C0100',16,2,23,10,7,16,10,13,5,20,8,19,19,14,10,0,16,0,42,11,0,3
'160770C0200',16,2,20,6,11,18,15,26,6,20,6,17,18,25,11,0,17,1,35,14,2,4
'160771B0100',16,2,20,5,3,17,13,27,11,23,8,19,16,15,10,2,16,0,34,13,0,2
'160771C0100',16,2,24,6,7,23,9,22,7,13,7,14,17,13,5,1,27,2,42,9,0,3
'160772B0100',16,14,20,14,11,19,16,15,9,16,11,18,19,21,10,1,12,1,46,17,0,5
'160772C0100',16,14,29,9,10,19,23,22,7,17,6,18,19,30,8,1,20,0,37,15,0,4
'160773B0100',16,2,14,8,5,17,7,17,5,14,6,28,18,14,7,0,19,2,32,14,1,5
'160773C0100',16,2,20,5,7,22,14,17,3,25,6,14,11,18,7,1,8,2,26,7,1,1
'160774B0100',16,3,30,15,3,21,17,21,5,21,9,19,20,24,6,0,24,2,50,11,0,3
'160774C0100',16,3,18,13,8,19,6,22,8,11,8,28,33,32,18,1,19,1,45,9,0,2
'160774C0200',16,3,14,9,4,13,18,20,4,14,10,33,17,31,7,0,17,1,39,21,1,3
'160775B0100',16,15,33,4,4,24,18,28,14,16,17,30,37,31,10,0,29,1,54,20,0,4
'160775C0100',16,15,34,16,6,15,15,34,6,15,10,28,27,32,13,0,26,3,47,13,0,5
'160776B0100',16,3,20,6,7,16,16,22,11,14,9,19,21,25,11,0,19,1,45,8,0,4
'160777B0100',16,3,19,7,6,13,16,26,5,10,6,17,15,20,10,0,12,0,35,16,1,2
'160777C0100',16,3,19,7,4,15,14,22,8,9,6,18,9,18,10,2,13,1,42,14,0,5
'160778B0100',16,3,17,8,6,15,11,12,6,12,7,16,20,18,12,2,13,1,54,14,0,1
'160779B0100',16,3,16,8,5,10,10,19,5,22,5,19,15,29,3,1,18,1,28,13,0,7
'160780B0100',16,3,23,11,3,18,11,21,1,20,10,20,18,26,4,0,12,3,43,15,0,6
'160781B0100',16,3,13,3,1,9,6,6,2,4,3,10,7,8,3,0,8,1,14,5,0,2
'160782B0100',16,3,13,5,4,12,13,20,10,7,8,21,9,22,3,0,14,1,26,12,0,5
'160783B0100',16,3,19,8,4,25,17,17,8,11,5,23,17,25,8,0,19,1,47,13,0,5
'160783C0100',16,3,26,10,13,17,14,15,9,11,5,25,23,21,9,1,17,0,35,14,1,1
'160784B0100',16,3,28,16,10,19,15,24,17,15,3,26,19,23,11,2,27,2,41,14,1,6
'160784C0100',16,3,23,7,14,12,14,28,10,19,12,23,26,26,7,2,19,2,46,18,0,1
'160784C0200',16,3,21,9,3,19,14,29,6,20,11,28,22,19,4,2,13,3,51,13,0,4
'160784C0300',16,3,23,6,3,24,12,25,9,33,9,27,16,16,12,2,20,2,56,15,0,6
'160785B0100',16,3,13,9,6,22,13,21,11,24,4,29,22,23,9,4,19,0,43,12,1,6
'160786B0100',16,3,25,8,7,8,21,25,8,10,5,24,13,23,7,1,17,1,38,13,1,2
'160786C0100',16,3,11,9,12,17,9,17,5,15,9,24,16,20,10,1,16,0,39,11,0,4
'160787B0100',16,15,32,10,9,17,27,27,13,19,12,22,38,29,6,0,25,1,54,22,0,10
'160787C0100',16,15,24,12,10,26,11,19,11,33,6,24,24,19,15,0,21,3,56,21,0,4
'160787E0100',16,3,7,6,3,14,7,11,2,10,2,16,13,12,1,0,12,0,21,12,0,3
'160788B0100',16,3,14,13,6,13,21,21,6,14,5,19,24,30,15,2,19,0,30,19,0,2
'160788C0100',16,3,26,6,6,17,8,23,2,20,13,17,23,20,4,0,19,2,44,19,0,2
'160788C0200',16,3,19,4,11,18,12,24,10,18,9,23,22,22,14,0,11,1,46,11,0,4
'160789B0100',16,3,15,10,5,13,11,18,5,13,9,21,29,20,9,0,13,0,39,13,0,2
'160790B0100',16,3,29,7,9,17,9,24,6,15,7,26,17,20,10,3,14,0,43,13,0,5
'160790C0100',16,3,27,7,3,19,16,21,7,24,11,22,17,26,9,2,13,3,43,12,0,3
'160790C0200',16,3,17,7,6,15,15,18,10,17,9,27,18,21,11,2,19,1,39,19,2,8
'160791B0100',16,3,24,8,3,13,19,15,6,18,7,15,23,16,3,0,14,1,35,10,2,5
'160791C0100',16,3,13,7,7,23,12,16,7,13,8,21,27,19,10,0,15,1,32,12,0,2
'160791C0200',16,3,16,10,5,18,12,21,9,16,6,18,23,14,8,1,6,0,48,15,0,4
'160792B0100',16,3,19,7,7,17,12,15,9,11,8,21,16,18,11,1,14,7,45,5,0,3
'160792C0100',16,3,24,6,6,10,12,23,11,20,12,18,13,20,10,0,16,0,32,18,0,6
'160793B0100',16,15,24,5,10,22,18,18,10,24,15,42,27,33,11,1,17,2,43,13,0,4
'160793C0100',16,15,28,11,7,19,17,24,9,23,14,21,24,26,6,0,16,2,52,12,0,8
'160794B0100',16,3,14,5,9,17,5,17,4,18,5,29,16,24,9,0,20,3,37,12,0,1
'160795B0100',16,3,19,9,7,9,10,14,7,14,3,16,6,19,3,0,13,0,30,12,1,4
'160796B0100',16,3,17,9,8,17,10,14,3,16,6,18,17,17,3,1,16,1,41,16,2,4
'160796C0100',16,3,16,6,4,27,16,15,13,16,5,11,22,21,8,0,16,2,29,17,1,4
'160797B0100',16,3,19,7,4,9,8,20,7,9,6,15,16,16,6,1,13,0,22,6,0,1
'160797C0100',16,3,12,5,5,14,7,14,9,15,2,10,12,15,6,0,13,0,15,15,0,0
'160798B0100',16,3,16,6,7,20,10,21,7,15,9,16,15,22,12,2,11,0,37,15,0,6
'160799B0100',16,15,28,11,8,15,24,22,10,23,5,24,27,22,14,1,17,0,53,18,0,6
'160800B0100',16,3,17,5,5,9,7,14,2,12,8,8,8,21,3,2,9,2,20,11,1,3
'160800C0100',16,3,12,5,6,10,13,13,7,13,7,9,11,16,1,3,10,0,30,6,0,3
'160801B0100',16,3,6,1,2,2,3,10,1,1,1,6,6,4,0,0,3,1,9,3,0,1
'160802B0100',16,23,13,10,11,19,21,21,10,20,9,26,26,30,11,2,26,4,50,20,0,4
'160802C0100',16,23,25,9,5,25,23,34,4,25,12,29,32,30,14,0,21,2,47,12,1,7
'160803B0100',16,23,23,6,5,22,26,23,10,18,10,26,27,30,8,2,21,3,52,19,0,5
'160803C0100',16,23,23,5,7,20,19,28,10,27,11,24,27,32,13,3,20,1,41,23,1,7
'160803E0100',16,11,8,4,4,7,3,14,1,9,5,8,8,20,3,0,10,0,19,9,0,1
'160804B0100',16,11,20,9,3,7,7,16,4,14,2,14,12,17,6,1,14,1,39,22,0,2
'160804C0100',16,11,14,2,4,12,9,14,9,10,7,18,9,20,4,2,13,2,25,11,1,1
'160804E0100',16,11,9,6,8,24,14,13,7,19,4,19,23,24,7,1,21,3,37,6,0,2
'160805B0100',16,11,19,4,9,20,19,31,6,14,6,24,23,25,9,0,11,1,34,18,0,2
'160805C0100',16,11,17,6,6,20,11,17,8,18,11,22,20,32,15,3,12,0,42,11,0,6
'160806B0100',16,13,18,12,9,19,22,29,8,13,6,34,34,27,19,0,24,3,49,23,0,7
'160806C0100',16,13,30,11,8,25,25,32,12,14,7,30,30,25,14,0,26,1,50,22,0,4
'160806C0200',16,13,28,6,10,22,17,31,9,25,16,19,25,29,14,0,17,2,58,27,0,6
'160806C0300',16,13,29,7,10,19,20,24,8,24,16,38,30,22,13,0,16,1,49,17,0,8
'160806C0400',16,13,25,10,10,27,23,22,11,24,9,28,34,28,10,1,19,2,53,15,0,2
'160806C0500',16,13,17,9,8,32,8,22,7,22,10,19,26,33,16,1,21,3,63,17,0,7
'160806C0600',16,13,20,14,5,25,24,26,10,29,8,26,24,27,8,1,29,3,59,25,0,6
'160806C0700',16,13,24,11,6,23,16,29,9,25,7,19,32,27,14,0,28,3,50,23,0,9
'160806C0800',16,13,24,10,6,23,25,25,15,18,12,27,17,30,18,1,12,1,61,24,0,2
'160806C0900',16,13,28,7,9,35,19,27,10,21,3,33,29,27,9,0,21,0,56,15,0,6
'160806C1000',16,13,28,6,7,25,11,34,11,28,9,21,25,34,13,1,20,2,57,20,0,5
'160807B0100',16,13,28,9,6,16,16,24,12,17,6,25,18,39,10,1,21,2,50,20,0,7
'160807C0100',16,13,23,9,6,17,20,24,17,25,6,26,29,29,15,2,19,0,45,14,0,3
'160807C0200',16,13,23,10,7,23,21,15,17,20,11,21,22,26,11,1,23,2,50,19,0,12
'160807C0300',16,13,24,8,10,16,15,16,4,23,9,26,32,35,11,0,25,0,45,17,0,10
'160807C0400',16,13,24,9,10,29,23,33,8,13,11,35,25,26,13,1,23,3,54,19,1,6
'160807C0500',16,13,29,14,14,35,15,17,10,28,17,25,19,25,8,4,19,7,45,15,0,9
