CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PVEM_PT_MORENA_PANAL,PVEM_PT_MORENA,PVEM_MORENA_PANAL,PVEM_PT_PANAL,PT_MORENA_PANAL,PVEM_PT,PVEM_MORENA,PVEM_PANAL,PT_MORENA,PT_PANAL,MORENA_PANAL,MC,VIVA,LN,PES,RSP,FPM,CI1,CI2,CI3,CNR,NULOS
'180545B0100',18,6,18,6,26,4,17,15,11,27,5,0,7,9,10,5,0,0,6,0,16,4,1,3,1,1,8,2,0,2,12,1,2,3,5
'180545C0100',18,6,26,10,25,4,15,26,12,16,3,0,5,24,6,6,0,0,5,3,15,4,1,1,3,2,8,3,2,1,9,3,0,3,8
'180546B0100',18,6,25,11,22,2,13,18,6,21,7,1,6,26,6,4,1,0,6,2,15,4,3,2,2,1,6,0,2,4,5,1,0,1,3
'180546C0100',18,6,18,2,18,3,12,23,7,21,9,0,5,18,8,6,0,0,13,1,9,5,1,3,5,0,8,2,1,1,4,2,0,1,5
'180547B0100',18,8,24,12,35,9,20,28,15,19,8,0,9,27,5,6,0,0,6,2,25,7,4,2,2,1,11,0,0,1,6,4,0,2,7
'180548B0100',18,8,34,14,26,11,21,28,14,33,10,0,7,35,11,4,0,0,6,2,28,4,1,1,4,1,22,3,1,1,8,2,1,6,11
'180549B0100',18,8,40,9,27,6,17,35,14,31,7,0,6,48,10,7,1,0,6,2,23,6,1,3,5,0,15,2,0,0,13,5,2,8,8
'180550B0100',18,8,32,12,42,9,12,32,13,33,8,0,13,35,10,8,0,0,4,1,25,5,3,3,2,0,21,1,1,1,5,2,4,5,14
'180550C0100',18,8,40,15,35,8,20,39,14,26,13,1,11,34,5,4,0,0,8,2,18,6,1,3,6,1,13,4,0,3,4,2,1,4,12
'180550E0100',18,8,13,7,21,6,7,18,7,7,4,1,3,21,4,2,0,0,1,1,10,3,1,2,1,1,9,3,1,0,2,0,1,1,9
'180551B0100',18,8,36,12,20,8,24,15,9,26,6,0,6,44,6,9,0,0,4,1,24,8,3,3,3,1,11,3,1,1,11,2,1,2,7
'180552B0100',18,8,26,11,27,8,17,24,13,29,14,0,5,36,11,6,0,0,5,2,17,11,0,4,5,1,8,2,1,2,12,2,1,3,12
'180553B0100',18,8,27,7,28,8,13,24,6,25,9,1,6,20,6,5,0,0,7,2,17,6,1,3,2,0,10,2,2,1,8,0,1,6,6
'180554B0100',18,8,26,12,38,7,10,29,7,23,3,0,12,42,12,10,0,0,5,2,30,6,4,3,3,3,16,0,0,1,13,0,1,2,7
'180555B0100',18,8,28,12,19,6,12,25,13,13,4,1,7,20,6,3,0,0,4,0,13,5,0,0,1,1,11,6,1,1,3,3,1,2,5
'180556B0100',18,1,11,6,12,4,6,12,5,11,4,0,8,11,3,4,0,0,5,3,11,3,0,2,2,0,6,1,1,0,5,0,0,0,6
'180557B0100',18,1,13,7,19,5,6,14,8,13,0,0,3,15,2,2,0,0,2,1,5,1,1,2,2,0,4,0,0,2,6,2,1,1,3
'180558B0100',18,1,13,4,18,7,13,11,7,12,4,0,5,25,5,5,0,0,0,1,11,1,1,0,3,0,10,1,1,1,7,2,2,3,4
'180559B0100',18,6,20,9,25,2,9,28,8,21,5,0,4,28,10,9,0,0,4,1,15,4,2,1,0,1,12,2,1,1,7,4,2,2,5
'180560B0100',18,1,15,10,17,4,13,20,4,19,7,0,8,9,4,5,1,1,2,2,15,2,2,3,4,1,9,1,2,1,5,2,0,5,9
'180561B0100',18,1,23,10,25,5,12,21,11,24,5,0,6,28,5,5,0,0,4,1,18,5,0,3,4,1,11,1,0,2,7,2,1,4,7
'180562B0100',18,8,39,13,27,10,13,26,12,22,12,0,6,29,9,6,0,0,4,1,26,1,0,8,3,0,16,2,1,4,8,3,0,5,10
'180563B0100',18,1,29,15,24,11,7,27,7,23,8,0,2,28,10,6,0,0,8,1,22,5,3,0,3,0,9,2,0,2,6,3,2,2,9
'180564B0100',18,6,17,10,26,6,7,21,9,21,7,0,4,19,2,9,1,0,3,2,18,3,2,0,3,0,9,4,1,0,5,2,1,4,7
'180564C0100',18,6,14,10,25,6,10,21,4,20,3,0,7,20,1,4,1,0,8,2,12,4,2,3,0,0,7,3,0,2,4,0,1,1,5
'180565B0100',18,6,11,4,6,2,4,4,8,16,3,0,2,6,5,4,1,0,1,0,1,2,1,0,2,0,2,0,0,1,2,0,1,0,4
'180566B0100',18,6,8,6,10,2,4,10,3,5,2,0,1,10,5,0,0,0,1,1,4,1,2,1,0,1,8,0,0,1,1,0,0,1,1
'180567B0100',18,8,44,19,33,7,16,35,18,33,5,0,11,37,6,13,0,0,10,0,32,7,3,6,4,1,18,1,1,0,7,3,0,6,9
'180568B0100',18,8,39,5,21,6,16,41,3,20,4,0,13,35,11,10,0,0,7,1,21,4,2,1,3,2,16,5,0,0,10,3,3,10,13
'180569B0100',18,6,16,6,21,7,5,16,5,11,3,0,2,15,7,10,0,0,4,0,10,2,0,1,3,0,7,3,0,1,8,1,0,1,5
'180570B0100',18,6,24,10,33,4,9,20,9,28,5,0,3,28,4,4,0,0,4,0,19,8,0,3,4,1,13,2,1,1,2,2,1,3,3
'180570C0100',18,6,25,8,20,9,7,30,10,13,6,1,12,23,5,3,0,0,0,2,23,4,0,2,4,0,8,2,0,0,2,2,2,5,6
'180571B0100',18,6,12,8,27,4,13,22,10,17,3,0,6,16,4,8,0,0,3,2,19,2,0,3,5,1,12,2,0,2,1,0,1,3,3
'180571C0100',18,6,28,7,22,5,8,16,7,19,6,1,5,25,4,6,0,0,2,3,13,3,0,4,2,2,10,1,0,0,7,1,0,3,10
'180572B0100',18,8,24,10,38,13,12,33,10,20,10,0,13,27,12,3,2,0,5,1,13,8,3,2,5,3,16,1,0,2,6,0,1,6,1
'180573B0100',18,8,48,18,38,6,18,39,13,36,7,0,11,38,8,10,0,0,10,1,34,5,1,4,4,3,17,2,2,0,12,2,0,3,13
'180574B0100',18,8,34,8,29,5,7,17,8,25,8,0,7,25,4,4,0,0,7,3,25,3,1,2,2,0,11,0,0,1,6,3,1,2,10
'180575B0100',18,6,27,4,23,4,8,19,10,25,3,0,9,20,5,0,0,0,6,4,16,7,1,4,0,0,6,2,0,2,6,2,1,4,4
'180575C0100',18,6,19,5,22,8,5,15,5,20,8,0,5,15,5,6,0,0,2,0,19,5,2,3,4,0,4,1,1,0,3,1,1,2,4
'180576B0100',18,8,25,10,32,5,19,35,6,32,4,0,6,45,8,5,0,0,9,0,32,11,2,0,2,1,17,3,0,2,4,3,0,4,11
'180577B0100',18,1,18,5,20,4,11,18,7,21,4,0,13,24,5,6,1,0,5,0,13,9,0,2,3,0,9,2,0,0,6,3,2,3,14
'180578B0100',18,6,20,12,20,4,9,25,2,15,5,0,4,13,5,5,0,0,4,1,16,4,0,0,3,0,9,1,0,2,5,2,1,3,5
'180578C0100',18,6,18,9,16,9,6,26,9,11,3,0,7,16,7,5,0,0,7,1,18,5,0,2,2,0,11,0,0,0,3,1,0,1,7
'180579B0100',18,8,25,11,28,8,18,28,5,30,12,0,11,43,2,7,0,0,10,1,13,4,1,1,2,0,16,1,1,0,7,2,2,2,9
'180580B0100',18,6,19,2,20,4,14,21,7,15,4,0,3,26,4,1,0,0,6,1,6,5,2,0,1,0,6,2,0,2,1,2,0,3,3
'180580C0100',18,6,20,9,16,4,13,16,5,13,2,0,9,19,4,2,0,0,3,1,11,5,2,2,1,0,10,1,1,1,6,1,2,0,6
'180581B0100',18,8,26,9,19,6,13,19,11,25,3,0,8,28,4,5,1,0,8,1,20,2,0,2,4,0,7,1,1,1,9,2,0,6,3
'180582B0100',18,6,23,15,28,3,12,22,8,19,6,0,12,27,4,6,0,0,5,1,14,2,2,1,2,1,8,3,0,0,7,3,0,2,8
'180582C0100',18,6,28,6,19,6,10,28,11,23,3,0,6,27,5,2,0,0,3,0,24,4,3,2,3,0,13,3,1,2,9,4,1,1,9
'180583B0100',18,6,20,7,24,4,8,17,7,11,5,0,6,20,7,3,1,0,5,3,12,7,2,0,2,1,10,1,1,2,3,2,3,1,10
'180583C0100',18,6,13,9,16,5,9,22,6,23,5,1,2,17,5,2,0,0,2,2,12,7,1,2,3,0,7,1,0,3,7,0,2,1,3
'180584B0100',18,8,41,18,34,10,13,28,14,22,9,1,11,29,9,10,0,0,6,1,23,7,4,4,2,2,20,2,1,1,9,3,1,2,10
'180585B0100',18,8,20,10,17,7,13,18,11,22,5,0,7,28,8,2,1,0,8,2,13,5,0,5,7,2,11,4,0,1,3,2,1,0,6
'180586B0100',18,8,28,17,35,2,12,23,10,29,7,0,4,30,7,3,0,0,10,1,22,11,2,0,1,2,10,0,1,4,4,3,0,1,8
'180587B0100',18,8,29,15,30,10,24,34,8,28,4,1,7,32,9,8,0,0,7,1,27,3,3,3,1,2,8,2,4,0,9,4,0,3,11
'180588B0100',18,8,21,9,28,5,9,20,10,18,4,0,5,24,8,5,0,0,1,2,18,6,0,1,2,0,3,0,0,1,7,4,0,3,5
'180588C0100',18,8,28,13,25,3,15,18,8,15,4,0,2,27,8,6,0,0,5,3,19,4,1,3,1,0,9,0,2,1,2,3,0,1,3
'180589B0100',18,6,10,3,11,2,6,12,3,10,0,0,8,11,2,5,0,0,5,1,8,4,1,1,2,1,5,0,1,0,3,0,0,3,3
'180590B0100',18,6,8,6,11,2,4,5,3,11,2,0,0,9,3,2,0,0,1,0,11,0,0,1,3,0,3,1,0,0,3,1,1,2,3
'180591B0100',18,6,24,6,21,2,5,14,7,15,5,1,4,15,8,4,0,0,3,0,12,4,0,2,1,1,6,2,1,1,6,2,2,1,7
'180591C0100',18,6,15,3,19,1,21,17,5,18,2,0,5,22,6,3,0,0,7,0,17,3,0,1,0,1,10,1,0,0,3,1,1,1,5
'180592B0100',18,6,5,5,8,2,5,9,4,5,5,0,2,3,1,2,0,0,1,0,5,1,0,1,0,0,8,1,1,0,2,1,0,1,2
'180593B0100',18,8,21,18,15,3,10,20,4,20,6,0,6,27,5,6,0,0,4,1,20,2,2,3,2,1,7,5,0,1,4,1,0,2,8
'180594B0100',18,6,23,3,19,5,7,20,6,11,6,0,1,21,2,1,0,0,2,3,11,5,2,1,0,0,4,0,0,0,3,0,0,3,1
'180595B0100',18,6,15,6,21,5,6,13,3,10,12,0,10,20,3,6,0,0,4,0,13,2,2,3,2,0,6,0,2,0,3,1,0,2,5
'180596B0100',18,6,8,8,17,4,6,13,5,12,2,0,2,15,6,4,0,0,8,1,11,4,0,1,1,2,12,0,0,0,3,1,0,2,2
'180597B0100',18,2,27,12,28,8,16,24,6,14,7,0,9,32,3,6,0,0,7,0,22,4,3,0,5,1,20,4,3,1,6,5,2,1,7
'180597C0100',18,2,22,11,29,5,14,37,2,16,7,0,3,25,6,6,0,0,5,1,24,6,1,3,5,2,17,0,2,0,8,3,0,4,9
'180598B0100',18,4,26,14,40,6,14,26,11,32,9,1,6,26,11,8,1,0,5,2,10,10,2,1,4,0,7,4,1,2,10,1,0,3,11
'180598C0100',18,4,30,9,23,13,20,25,8,23,9,0,8,31,6,11,0,0,6,1,20,6,2,1,4,1,19,2,1,2,8,3,0,1,13
'180598C0200',18,4,27,6,30,5,16,30,10,23,7,0,8,24,7,9,0,0,7,4,18,4,0,4,2,1,12,2,2,0,6,3,1,6,9
'180598C0300',18,4,29,17,39,4,16,23,11,24,7,0,7,30,5,7,0,0,3,3,21,4,6,6,5,1,6,0,1,1,5,1,3,4,9
'180598E0100',18,4,34,15,47,8,20,32,13,38,8,0,4,33,3,14,0,0,9,2,18,3,1,4,1,2,14,3,0,0,10,2,4,3,11
'180598E0101',18,4,30,12,42,13,23,32,15,20,6,0,11,41,8,4,1,0,6,3,36,7,2,5,4,1,15,0,1,0,6,1,1,2,10
'180599B0100',18,4,18,7,26,5,6,16,11,17,5,0,6,14,5,2,2,0,6,0,15,5,3,1,2,1,10,1,0,0,6,1,0,1,2
'180599C0100',18,4,16,11,18,1,10,15,10,14,8,0,2,21,6,3,0,0,5,0,14,4,2,1,1,0,11,1,0,0,5,1,1,4,4
'180600B0100',18,4,39,8,32,9,19,43,10,37,4,0,9,41,12,7,0,0,9,4,15,6,1,3,2,1,15,0,1,3,3,3,1,4,16
'180600C0100',18,4,27,23,40,13,17,26,10,18,7,0,13,31,7,8,1,0,5,1,15,6,1,1,4,4,23,3,1,1,6,4,2,4,10
'180601B0100',18,4,25,10,30,6,16,22,10,25,6,0,13,29,7,6,1,0,6,1,22,4,1,5,2,0,14,2,0,0,7,0,1,3,11
'180601C0100',18,4,30,14,25,11,18,33,11,30,5,0,6,42,7,6,0,0,10,1,20,5,1,3,1,0,16,4,0,2,6,4,1,1,11
'180601C0200',18,4,31,7,36,9,5,28,5,21,11,0,7,38,11,8,0,0,3,1,19,5,2,7,5,2,17,3,0,3,3,3,2,4,13
'180601C0300',18,4,39,10,29,8,18,30,8,27,7,1,8,32,10,3,0,0,6,1,24,8,1,4,2,0,16,4,0,1,8,0,3,2,7
'180602B0100',18,4,40,13,39,7,10,30,10,20,11,0,5,23,8,3,0,0,5,3,22,13,0,0,3,3,15,4,0,2,11,2,2,5,14
'180602C0100',18,4,25,16,30,4,10,31,15,27,8,0,7,34,9,6,0,0,10,1,25,4,1,1,4,3,13,4,0,0,8,2,3,6,13
'180603B0100',18,4,33,18,33,9,10,30,8,34,10,0,7,26,7,4,0,0,3,0,15,4,1,3,2,1,15,1,0,1,5,1,1,3,14
'180603C0100',18,4,20,10,31,10,16,25,11,34,3,2,10,29,5,3,0,0,7,1,28,7,2,3,7,0,8,4,1,2,8,1,0,4,7
'180604B0100',18,4,31,8,38,4,14,37,13,27,12,0,6,34,11,9,0,0,5,3,28,3,1,5,6,2,13,1,1,2,11,4,2,5,10
'180604C0100',18,4,34,17,36,8,19,36,11,41,10,0,10,29,7,8,0,0,7,1,17,11,1,3,5,1,20,2,0,2,4,2,3,1,15
'180605B0100',18,4,22,7,35,10,14,34,11,31,9,0,12,34,9,6,1,0,16,1,24,11,1,2,9,0,13,1,1,2,10,4,1,2,11
'180605C0100',18,4,34,7,32,14,7,45,20,34,11,0,9,34,5,11,0,0,7,1,29,6,0,2,4,1,20,2,0,2,15,7,1,6,8
'180606B0100',18,4,36,10,39,8,18,26,5,35,8,0,4,32,6,7,0,0,7,2,15,6,2,3,4,0,12,1,2,0,9,2,5,3,12
'180606C0100',18,4,28,14,32,9,19,33,9,30,10,0,10,23,9,13,0,0,5,3,26,7,1,1,2,0,12,4,3,0,6,2,0,7,10
'180607B0100',18,4,34,15,28,7,25,31,8,39,8,0,7,47,7,7,0,0,6,3,27,5,0,7,2,0,15,4,2,4,3,3,2,3,15
'180607C0100',18,4,28,15,27,7,16,37,13,31,12,0,5,37,18,6,0,0,10,0,27,6,4,2,2,2,25,2,2,0,4,3,1,6,13
'180607C0200',18,4,36,16,38,7,28,28,11,41,11,0,8,45,10,6,0,0,7,6,20,7,4,6,1,2,9,5,0,4,14,2,0,2,12
'180607C0300',18,4,41,12,36,14,8,32,11,35,10,0,11,39,8,3,0,0,5,2,21,4,5,2,3,2,15,1,2,2,6,2,2,3,14
'180607C0400',18,4,32,13,42,8,17,34,9,31,12,0,11,43,4,7,1,0,9,0,22,14,6,4,1,0,10,2,2,1,9,3,2,5,10
'180610B0100',18,2,16,13,23,12,11,33,9,26,7,0,5,34,3,4,1,0,5,1,25,2,0,1,2,2,7,1,1,4,6,3,0,4,10
'180610C0100',18,2,26,11,34,7,15,17,9,22,5,1,4,20,7,3,0,0,6,1,19,7,3,2,2,1,21,2,1,1,10,2,0,2,1
'180610C0200',18,2,29,10,20,1,14,28,8,24,7,1,12,21,3,6,0,0,7,2,15,5,0,5,3,2,7,1,1,1,5,1,0,2,12
'180612B0100',18,4,34,12,36,6,12,30,11,28,7,0,11,39,0,8,0,0,13,1,28,11,1,3,2,1,17,0,0,2,3,4,0,4,5
'180612C0100',18,4,30,11,29,7,18,34,13,26,9,0,8,43,5,7,1,0,7,3,31,5,2,4,1,1,10,2,2,1,12,1,0,4,11
'180612C0200',18,4,34,11,28,7,13,27,4,23,5,1,4,35,10,10,0,0,3,4,27,4,3,3,4,1,20,1,2,1,8,2,1,1,8
'180613B0100',18,4,38,8,34,14,12,26,9,34,4,0,5,27,8,6,0,0,5,2,18,6,3,2,4,0,14,1,2,3,3,2,0,3,6
'180613C0100',18,4,26,12,21,9,15,36,12,23,9,0,6,43,10,9,0,0,9,0,28,6,1,0,2,1,11,3,0,2,7,3,0,3,7
'180613C0200',18,4,37,22,18,10,12,28,8,24,7,2,9,26,7,6,0,0,4,2,23,7,4,7,3,1,7,0,1,0,6,0,1,7,12
'180614B0100',18,2,45,16,36,10,14,36,12,32,13,1,5,39,14,6,0,0,11,1,26,4,1,2,4,1,25,2,1,3,8,6,2,5,10
'180615B0100',18,4,19,12,21,5,15,19,8,24,8,1,4,21,3,3,0,0,9,5,11,1,0,0,6,0,12,0,0,0,2,2,0,5,10
'180615C0100',18,4,17,17,26,5,10,23,6,17,8,0,3,17,4,8,0,0,7,1,12,4,1,0,1,0,11,3,1,0,6,0,0,2,6
'180616B0100',18,4,27,11,32,10,15,23,6,20,4,0,6,28,5,12,0,0,5,1,17,5,1,5,2,0,12,3,1,1,6,2,1,3,6
'180616C0100',18,4,27,10,33,7,9,33,9,20,7,0,15,22,9,5,1,0,8,4,19,9,2,3,3,0,13,5,3,0,4,0,2,5,11
'180617B0100',18,4,22,20,31,7,11,28,8,25,3,0,6,30,4,7,1,0,4,0,18,3,0,2,1,0,10,2,0,1,8,2,1,0,7
'180617C0100',18,4,23,5,29,8,24,29,7,18,2,0,10,22,7,2,0,0,5,3,15,7,3,3,0,0,15,1,1,1,8,3,0,3,6
'180618B0100',18,4,18,15,31,5,10,25,4,17,2,1,6,28,6,7,0,0,6,1,19,8,2,2,4,2,12,0,0,2,8,1,1,5,7
'180619B0100',18,4,22,9,16,4,12,21,9,13,3,0,7,25,6,4,0,0,3,0,12,3,0,0,4,0,5,4,0,3,8,1,2,3,5
'180619C0100',18,4,20,9,20,4,12,18,10,17,5,0,9,24,7,5,0,0,4,1,15,3,0,3,2,1,13,2,0,1,2,0,0,3,4
'180620B0100',18,4,40,9,33,11,13,34,11,25,10,0,8,31,8,5,1,0,11,1,28,4,2,4,4,1,7,2,2,2,9,4,1,3,7
'180621B0100',18,4,27,13,38,5,9,23,5,19,4,0,9,33,11,4,0,0,4,2,20,3,1,2,1,2,10,3,1,1,5,3,2,2,8
'180621C0100',18,4,29,10,31,7,12,30,9,22,5,0,8,30,7,4,0,0,7,0,23,4,2,2,2,0,8,1,1,2,7,3,0,4,6
'180622B0100',18,4,43,17,39,8,21,37,18,22,7,0,10,36,7,6,0,0,7,1,22,6,2,3,4,2,15,2,1,3,7,3,1,0,4
'180623B0100',18,4,32,6,34,13,20,22,12,33,4,1,7,28,8,7,0,0,8,2,19,4,2,1,7,1,12,1,2,1,9,2,0,5,6
'180623C0100',18,4,25,8,41,5,18,26,14,21,10,1,13,33,4,8,0,0,5,0,12,8,0,4,0,0,19,1,1,1,6,5,2,5,5
'180624B0100',18,2,23,9,23,5,12,20,3,15,8,0,4,22,5,2,0,0,5,2,12,5,3,2,4,0,7,0,0,0,3,0,0,2,8
'180624C0100',18,2,20,11,18,4,11,21,10,19,4,0,3,24,5,3,0,0,3,2,12,1,1,2,0,1,12,0,0,0,8,0,0,2,3
'180625B0100',18,4,31,12,38,6,10,28,9,25,11,0,7,31,12,8,0,0,2,1,15,7,3,3,4,1,11,0,3,1,8,3,1,6,6
'180626B0100',18,4,39,20,25,13,20,34,11,29,6,0,5,34,6,15,0,0,6,2,19,4,5,2,6,4,16,3,0,1,7,1,1,3,8
'180626C0100',18,4,38,24,30,9,14,28,9,44,9,0,7,39,5,11,1,0,7,1,22,4,1,5,2,2,16,4,3,0,12,1,0,4,12
'180627B0100',18,4,27,10,25,6,13,23,12,15,12,0,9,31,10,4,1,0,3,5,20,6,1,3,2,1,14,1,1,1,13,5,2,7,6
'180627C0100',18,4,19,12,31,7,15,20,9,33,8,0,8,22,7,5,0,0,5,5,24,3,0,5,0,2,5,1,0,0,6,5,1,1,8
'180628B0100',18,2,29,13,24,10,8,24,11,22,5,0,4,22,6,8,0,0,4,2,11,0,0,3,1,0,8,1,1,1,6,2,3,4,9
'180628C0100',18,2,21,11,25,5,12,21,7,20,2,0,5,20,5,4,0,0,11,1,24,7,0,3,4,1,9,2,1,1,2,1,1,4,7
'180629B0100',18,2,27,8,25,10,10,26,14,29,7,0,6,26,3,7,0,0,9,1,16,3,3,2,0,0,11,4,3,0,6,2,0,3,17
'180629C0100',18,2,12,7,35,8,8,20,8,21,5,1,5,37,5,6,1,0,7,1,24,7,1,1,2,1,14,3,2,0,2,2,0,2,7
'180630B0100',18,4,33,15,33,10,18,20,7,25,4,0,7,32,13,4,0,0,7,2,28,3,2,2,4,0,13,2,0,0,13,1,1,6,13
'180630C0100',18,4,29,14,21,5,8,32,11,20,7,0,8,30,7,7,1,0,9,1,21,3,0,5,3,1,14,4,1,1,7,2,1,5,6
'180630C0200',18,4,30,9,20,4,9,30,6,27,4,0,10,33,11,5,1,0,5,4,15,9,1,3,2,2,10,3,1,0,9,2,0,2,9
'180631B0100',18,4,40,12,28,7,19,26,9,19,2,0,6,19,5,8,0,0,4,2,17,3,1,4,1,1,17,1,0,1,6,1,1,1,9
'180631C0100',18,4,28,14,43,13,16,20,8,21,8,0,14,20,9,4,0,0,9,4,23,8,4,4,4,1,14,2,0,1,6,2,1,5,6
'180631C0200',18,4,25,18,27,10,15,28,9,30,7,0,7,31,10,7,0,0,7,4,18,5,2,4,2,2,11,1,0,0,8,3,2,2,11
'180632B0100',18,4,38,15,43,11,16,29,14,44,6,0,11,43,9,5,0,0,8,1,29,7,0,6,2,1,21,2,0,0,10,1,1,5,8
'180632C0100',18,4,37,15,42,10,16,44,12,19,8,0,14,37,14,9,0,0,11,3,29,7,0,3,3,0,15,1,2,0,6,3,1,3,14
'180635B0100',18,4,33,15,35,7,10,27,14,29,3,0,10,25,5,7,0,0,5,2,30,3,3,2,1,1,19,3,1,0,5,2,0,2,6
'180635C0100',18,4,30,10,43,9,18,29,4,27,5,0,6,36,9,4,0,0,8,0,17,7,0,3,6,1,15,2,2,2,7,3,3,9,7
'180635C0200',18,4,30,18,29,6,16,31,12,33,3,0,15,30,7,6,0,0,10,0,27,5,0,2,3,1,14,1,0,0,9,2,2,5,15
'180636B0100',18,4,41,10,31,9,16,29,6,20,5,0,5,28,5,12,0,0,4,3,24,5,1,5,2,0,17,2,2,0,7,1,1,7,12
'180637B0100',18,4,38,16,36,10,17,38,15,31,9,0,16,55,6,13,1,0,10,1,28,9,3,1,3,2,18,1,0,2,10,5,3,5,12
'180638B0100',18,4,26,22,23,9,6,31,9,25,5,0,9,28,7,7,0,0,8,2,21,5,2,2,2,1,12,2,1,0,6,0,1,3,7
'180639B0100',18,2,14,6,22,4,10,17,8,16,3,0,4,24,4,4,1,0,7,0,13,2,2,1,3,0,7,4,1,0,3,1,1,3,2
'180639C0100',18,2,21,5,14,5,11,14,6,14,5,0,6,23,5,5,0,0,5,1,14,6,3,2,0,1,10,0,1,0,6,2,0,4,3
'180640B0100',18,2,22,9,35,3,8,23,15,26,6,0,8,25,6,3,0,0,2,0,14,5,4,6,0,0,13,1,0,0,12,0,1,4,9
'180640C0100',18,2,29,13,23,4,13,19,10,15,5,0,7,17,7,4,1,0,5,2,20,5,1,3,2,2,13,4,0,0,3,0,0,2,5
'180641B0100',18,4,27,16,17,10,10,16,7,23,9,0,5,19,3,2,0,0,4,4,23,7,1,1,1,0,12,1,1,1,3,4,0,0,6
'180642B0100',18,2,25,7,24,9,14,20,10,16,5,1,1,19,6,5,1,0,6,1,14,6,3,2,2,0,9,1,0,0,5,1,1,2,4
'180642C0100',18,2,17,7,18,6,4,26,8,10,4,2,9,18,2,8,0,0,1,0,9,0,0,4,1,1,12,3,0,0,9,4,1,5,8
'180643B0100',18,4,23,4,26,6,8,18,6,15,7,0,11,28,4,6,0,0,6,4,7,5,2,3,2,2,11,1,0,3,7,1,0,2,7
'180643C0100',18,4,24,6,18,2,7,20,9,13,7,1,3,25,10,3,0,0,3,1,20,5,1,0,1,0,7,3,0,2,1,1,1,1,11
'180644B0100',18,4,36,28,40,10,14,46,13,29,7,0,7,34,10,9,0,0,3,5,17,6,2,2,6,1,15,3,2,2,6,4,4,2,9
'180645B0100',18,4,15,13,26,5,10,19,8,14,4,0,7,27,9,3,0,0,8,2,11,7,0,2,5,1,9,1,0,1,7,2,0,5,6
'180645C0100',18,4,13,5,17,5,8,16,3,26,6,0,5,24,3,5,0,0,3,2,16,3,1,4,1,0,11,0,2,0,5,2,0,5,5
'180646B0100',18,2,27,12,22,4,13,21,10,16,7,0,9,28,3,5,0,0,4,1,16,4,1,6,2,1,14,1,0,0,12,3,1,2,7
'180646C0100',18,2,24,7,21,10,10,24,6,21,5,0,8,26,6,5,0,0,5,2,24,8,0,1,2,0,11,3,1,0,0,4,2,1,7
'180647B0100',18,2,21,16,26,5,11,24,5,19,1,0,7,26,5,5,1,1,2,0,11,1,0,2,0,1,14,1,0,2,7,1,0,3,6
'180648B0100',18,4,26,7,28,9,21,39,17,30,9,0,5,48,14,6,0,0,12,2,22,6,3,3,2,1,15,2,1,1,8,3,0,2,7
'180649B0100',18,4,24,9,37,10,13,30,9,16,7,0,6,18,5,5,1,0,3,1,15,2,2,5,2,1,11,3,0,0,6,0,0,6,3
'180650B0100',18,4,27,15,26,7,10,30,13,20,6,0,8,39,5,9,0,0,6,5,18,7,3,2,0,0,13,1,1,1,6,2,1,4,5
'180651B0100',18,4,39,12,28,4,17,34,10,19,9,0,11,25,8,2,1,1,6,0,23,6,2,2,3,1,16,0,1,2,6,3,0,5,10
'180651C0100',18,4,32,16,33,9,11,33,12,29,11,0,11,27,6,4,0,0,4,2,21,7,3,2,3,0,5,1,3,0,8,1,0,7,7
'180652B0100',18,4,41,11,36,10,16,38,6,23,7,2,9,28,14,5,0,0,12,3,18,8,1,4,1,1,14,2,2,1,3,3,1,6,8
'180653B0100',18,4,22,14,21,5,13,30,6,19,2,0,5,27,9,7,0,0,4,0,13,7,1,2,4,0,8,3,2,1,7,1,0,4,4
'180654B0100',18,4,28,9,27,9,17,38,6,13,7,0,8,23,8,6,0,0,9,2,18,7,3,1,4,2,8,2,0,1,8,3,0,2,9
'180655B0100',18,4,29,11,42,9,14,21,11,27,11,0,9,38,4,9,0,0,8,1,12,5,4,3,4,0,11,3,2,0,9,2,0,4,10
'180656B0100',18,2,27,11,20,8,10,17,8,19,6,0,5,13,5,3,0,0,5,2,13,4,0,3,0,1,9,1,1,2,2,1,1,2,4
'180656C0100',18,2,21,7,24,4,7,15,10,11,1,0,7,23,4,1,0,0,1,0,15,6,1,1,2,1,9,1,1,0,7,2,1,2,7
'180657B0100',18,4,33,13,37,9,10,21,8,28,6,0,4,20,3,8,0,0,4,2,29,9,3,2,4,1,14,0,0,0,7,1,3,6,9
'180658B0100',18,2,12,8,24,3,7,15,5,18,4,0,6,22,2,8,0,1,5,0,23,3,1,2,2,1,7,4,0,1,4,0,0,2,6
'180658C0100',18,2,24,9,23,4,5,16,8,17,3,0,10,19,4,9,0,0,6,1,10,7,2,2,2,1,9,2,2,1,6,2,1,2,6
'180659B0100',18,2,20,16,28,6,12,24,8,17,4,0,10,30,9,7,0,0,7,1,19,4,1,1,5,1,15,1,0,1,6,0,1,3,11
'180660B0100',18,4,36,14,43,11,16,31,9,21,6,0,8,38,7,11,0,0,4,1,33,9,1,2,10,1,19,1,1,1,7,2,1,4,10
